,plant_id,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,operation_years,CACR
70,54793,9.515995686084002,9.541005424407938,9.510003765590545,9.318992123049775,9.23200487584147,9.21299118378884,9.103993492692274,8.9049940006848,8.766999940331962,8.843993440499652,10,-0.7557333559618518
71,54794,9.516002225542847,9.54100398500133,9.509972591092618,9.319013554892306,9.231957347887022,,,,,,5,
72,54909,9.516016480930945,9.541041720547252,9.509970781509132,9.31899519675827,9.232008350979362,9.213033335664397,9.104008350940896,8.905024968375299,8.767004452680183,8.844006248255047,10,-0.7557567382333596
73,54931,9.516017290250643,9.540981591018356,9.509994070340568,9.318985729643469,9.232006020638632,9.213018975898718,9.104005682578375,8.90499687211601,8.766988565859512,8.844008411769147,10,-0.7556917645161532
74,54979,9.515986293414967,9.540988375791475,9.510007897017788,9.318990379198324,9.231989257768966,9.213038493860067,9.104014932899185,8.904990784331776,8.76702238346973,8.843975727601897,10,-0.7557354990297527
75,55125,9.515996731827594,9.540998201656974,9.510001740113724,9.319019333149603,9.232010398560773,9.212976992865611,9.103975760435818,8.90499666905992,8.766987596084794,8.843981387850272,10,-0.7557393680292734
76,55208,9.515995716250421,9.541003308800873,9.51000078641248,9.319001501654258,9.232000684944442,9.213000344958955,9.103998691807341,8.90499633698139,8.767004868680244,8.843994035469757,10,-0.7557304876802284
77,55265,9.51600236627499,9.540996895082449,9.510006021643195,9.318999772355694,9.23199534182616,9.21299931426021,9.104004640434354,8.904989799681449,8.766999323998627,8.843999015640891,10,-0.7557182276353824
78,55287,9.515992538534334,9.540993964129232,9.510007994427601,9.31899431770829,9.23199237382982,9.212996852855241,9.104001244061655,8.90499598421102,8.767011062433284,8.843990768300635,10,-0.7557244337758395
79,55342,9.515986028363875,9.541017198410925,9.510047610368568,9.319108920958898,9.232027987895718,9.213005670768739,9.103960980368594,8.905043321635477,8.767005495920792,8.844032323164765,10,-0.7557019704105716
80,55353,9.515997206815786,9.541033921852359,9.509905931984383,9.319004234272906,9.23201917737503,9.21295253223272,9.103961527083001,8.90499948184038,8.767025533593198,8.844075553022009,10,-0.7556708551260116
81,55354,9.515980133993489,9.541013879480891,9.51003666574957,9.319015098256207,9.231948047647753,9.212949172958744,9.103952816351972,8.90503936598975,8.76700524305326,8.84401539997913,10,-0.7557175086653767
82,55367,9.516000971926113,9.541003369388603,9.510007192599678,9.318992813038498,9.232003649704284,9.212999754721112,9.103987679186973,8.905008321699524,,,8,
83,55368,9.515806962108273,9.541026407042052,9.510305686582955,9.318991160531143,9.232010097172951,9.213065749912948,9.104319118910743,8.905277521660317,8.76667658523908,8.843465147452424,10,-0.756348029969145
84,55370,9.515802793417512,9.540834101979273,9.5103200377812,9.31900313308295,,,,,,,4,
85,55396,9.516008109594873,9.540977611855128,9.510056109703969,9.318998158383904,9.23183788856076,9.212991966123523,9.104000440607509,8.9050299886329,8.767127880169404,8.843766028564715,10,-0.7559596225840237
86,55560,9.515995955438578,9.540994983575503,9.51000278571768,9.319002137917016,9.231994873135983,9.212992169622824,9.103998586939765,8.904998809400432,8.7669996222145,8.843998305609853,10,-0.7557170360812271
87,55561,9.515814311106938,9.54118702763031,9.510165425289474,9.319060761057445,9.23187441343285,9.212841914818252,9.104049362776049,8.905043044706522,8.767013790653321,8.843582245668417,10,-0.7563836927740653
88,55562,9.516147968551097,9.54096725406561,9.509713680383804,9.318897188810135,9.232003193997128,9.21309925430104,9.103729391077936,8.90469170710621,8.767013790653321,8.843582245668417,10,-0.7561550901946212
89,55563,9.515889292919633,9.541157419747222,9.510123062102043,9.319385197096821,9.231993674278744,9.212952274455281,9.10408977293047,8.90512294415445,8.767013790653321,8.843582245668417,10,-0.7563528957841847
90,55564,9.515895078553582,9.540961193409414,9.509902783458436,9.318550819842953,9.23202242106127,9.212622274606629,9.104002360497315,8.905045955820544,8.767013790653321,8.843582245668417,10,-0.756148785980193
91,55565,9.516030204773152,9.541016382083171,9.509846068911644,9.31914665096381,9.232266037192653,9.212974104013028,9.103992599806324,8.90528667944737,8.767013790653321,8.843582245668417,10,-0.7562061923461982
92,55566,9.515782283623066,9.540818722286255,9.509770047662922,9.319093240378994,9.231556966228418,9.212999386983638,9.103713066384197,8.905137268760662,8.767013790653321,8.843582245668417,10,-0.7560005881331544
93,55567,9.516249880041768,9.54077929486641,9.509733634356571,9.31900383363182,9.231874517984423,9.213017260352268,9.104117601426422,8.90470453529064,8.767323327417099,8.843860035173426,10,-0.7556478402217182
94,55568,9.516244839371003,9.540999487613721,9.509839944173873,9.319046021681721,9.232146696427764,9.212872544596145,9.10450420486782,8.90533117509704,8.767098097396671,8.843860035173426,10,-0.7558768845009722
95,55569,9.515928746192357,9.541013765193847,9.510142363443133,9.31883816011485,9.232071329448473,9.213047363181346,9.103865717255204,8.904978678182351,8.766892730805491,8.843860035173426,10,-0.7558917358250428
96,55570,9.515983727218963,9.541229383781749,9.50998932706703,9.319239004059032,9.232044939821769,9.212966742840814,9.103815566732209,8.90493565606981,8.767018231917357,8.843860035173426,10,-0.7561160160643898
97,55571,9.515861544130656,9.540933301943513,9.510027216146177,9.319030828038796,9.231961824437409,9.21309688978157,9.104108144872619,8.904553977777065,8.76704603886513,8.843860035173426,10,-0.7558080388431088
98,55572,9.515966432822566,9.541056169191625,9.510118659579653,9.31873355698564,9.231738730340867,9.21278480973272,9.104035810596239,8.90557021301902,8.767079363359064,8.843860035173426,10,-0.7559358436815433
99,55573,9.516221251112661,9.540958820878538,9.509986924803618,9.318929834458357,9.231821116290538,9.213159608034491,9.103878050299041,8.905688571675979,8.766986909339208,8.843860035173426,10,-0.7558345834407953
100,55574,9.515850477769684,9.54069495628576,9.51003557110378,9.319118688747205,9.231743966280499,9.212998153484923,9.103956168355973,8.904953719001014,8.76693312290285,8.843860035173426,10,-0.7555601097729236
101,55576,9.51625356679945,9.540934593899143,9.509899139327485,9.319078196969768,9.231860618488893,9.21299325972509,9.104206855585389,8.904886968679795,8.76661846209473,8.844123867145054,10,-0.7555133192562402
102,55578,9.516736015930634,9.54077495313288,9.540479723026104,,,,,,,,3,
103,55579,9.516007743305897,9.540995130772949,9.509995308118187,9.318998118926219,9.231997025704812,9.213000796452548,9.10400224065122,8.905001488697632,8.766990928519308,8.843990599397506,10,-0.7557258368419584
104,55581,9.515998503384285,9.54099900577494,9.510000356772414,9.31900279980737,9.231999942954552,9.212998243474093,9.103995722040336,8.90499849596148,8.766995848884143,8.8439985154569,10,-0.7557209844406998
105,55607,9.515983069570058,9.541008618272226,9.509998382532336,9.319004915576514,9.23199885995483,9.213014515918232,9.104000594916652,8.904992534614362,8.767006779926776,8.844006742261966,10,-0.7557217514046144
106,55608,9.515964133190579,9.541029274770324,9.509636851385528,9.319113500855524,9.231745255982421,9.213046338764059,9.104051633609314,8.905177301317545,,,8,
107,55609,9.516000078886153,9.54098903780048,9.51001131027794,9.319001724828293,9.23199636425835,9.213003187860023,9.104007119444534,8.904990953540635,,,8,
108,55610,9.515965781812847,9.540972426220042,9.509977576710593,9.318992355818315,9.23198496907079,9.212961072072549,9.104008319009106,8.904965379594485,8.766976107149752,,9,
109,55719,9.516001754522335,9.540994566898602,9.510001026932967,9.318969752198857,9.231986476816902,9.212992397727575,9.103997768353558,8.904987428287567,8.767007121832817,8.844008257426658,10,-0.7557054350807113
110,55734,9.515994278832423,9.540986991586387,9.509998465775181,9.31900033128393,9.23199534074586,9.21300077865092,9.10399737198794,8.90500216215039,8.76699797661887,8.84400026818037,10,-0.7557065205778257
111,55739,9.515994565175617,9.541000369799173,9.509998629255177,9.319004098189522,9.231991000516679,9.213003984516623,9.1039999265488,8.905016566904784,8.766982710251765,8.84400149640946,10,-0.7557190581606865
112,55740,9.516002963505207,9.540990687229007,9.510010995184876,9.31900016771933,9.23200364688923,9.212986871686551,9.103996332615266,8.90499374034199,8.766988846147626,8.843992143049256,10,-0.7557194824864832
113,55741,9.515948447238868,9.540964077245702,9.510005489954798,9.318965369619088,9.232006877962027,9.213002112748343,9.103989943904988,8.904989938138618,8.766988037867167,8.843948900538882,10,-0.755740328446397
114,55742,9.515972959357258,9.540984636256265,9.509949852582816,9.3190082594141,9.232024601927074,9.213045546505008,9.104048571909301,8.904969153610132,8.767010488542347,8.843992917757992,10,-0.7557123189806059
115,55747,9.516000886344413,9.541000042464262,9.509994864214915,9.318990820417254,9.231992326726795,9.212995132900875,9.10400183686921,8.904996715498651,8.766999577981878,8.843996385858013,10,-0.7557244525540296
116,55769,9.516064170598712,9.540951807280196,9.510002455369285,9.318999150676383,9.231922886545703,9.213010023777857,9.103974566970143,8.904930549387867,8.765504905849658,8.844112791374583,10,-0.7555436532400872
117,55782,9.515962099655097,9.54091511575018,9.50995117903531,9.3190106913561,9.232131517925398,9.212905399400453,9.103594027594252,8.904181374784851,8.768127350420334,8.84425226699033,10,-0.755348974933967
118,55790,9.515984378819015,9.54104221617285,9.510005303792223,9.319003033801412,9.232007364449201,9.213008710142867,9.103969286424123,8.905018004936121,8.767005149550627,8.843996166581686,10,-0.7557685670697922
119,55795,9.515995019079329,9.540992979343459,9.509992158658525,9.319002699500368,9.232014825014694,9.212996096700943,9.103985464356905,8.905009277431915,8.766995498038744,8.84400618067942,10,-0.7557061141762023
120,55796,9.515992888568077,9.541008162105294,9.509997372851466,9.318996044025058,9.232008367837135,9.212996096700943,9.103999771528967,8.905013479647314,8.766996035951953,8.843999794291214,10,-0.7557290736728395
121,55803,9.515910635907566,9.540919034732314,9.510100023112788,9.319009608284585,9.231938390874262,9.212934677079886,9.104046834544024,8.905152373347208,8.767439061897417,8.8440751393516,10,-0.7555518147686957
122,55804,9.515996751395113,9.541000241434167,9.510009837608653,9.319002745252815,9.231998784847832,9.212996406985246,9.104002945232766,8.904992756207225,8.766996583786742,8.844001257296503,10,-0.7557191929612017
123,55805,9.516029234817449,9.54102913443244,9.5099237296913,9.318921408037028,9.232037704111116,9.213059265171795,9.104007041267218,8.904958748345964,8.767090652942114,8.84403860334002,10,-0.7557073387153279
124,55809,9.515723630516732,9.540631132162135,9.510294454484997,9.319350489500797,9.232042267765133,9.21314495096655,9.104350856790452,8.905586303133854,8.766934733260875,8.843799610373596,10,-0.7555615262864745
125,55816,9.515996711158204,9.540983895811442,9.510004917576252,9.318992563002809,9.232008855526585,9.213008205244893,9.104002072492625,8.905035082452128,8.767012007306889,8.843994755624005,10,-0.7557094863871905
126,55871,9.515972002714063,9.540984878514257,9.510041854858244,9.318999002051841,9.231996451596482,9.213052737701274,9.103980645547951,8.905037799439448,8.766990542187482,8.843987087102041,10,-0.7557191139409225
127,55944,9.516369527390957,9.5419006425803,9.50973076718474,9.318878688254046,9.231300241792868,9.21223794527836,9.103417448094723,8.905352180708382,8.76633869434966,8.843861941196066,10,-0.7568120655395139
128,55968,9.515998751109905,9.54100222300732,9.509999192786086,9.31900169853279,9.232001444521348,9.213002472833066,9.104003239749943,8.905000759300146,8.76700319121227,8.843996656457222,10,-0.7557264170699685
129,55980,9.516255812402017,9.541400173610333,9.509929331531056,9.319281633533356,9.23223500222089,9.212824488169355,9.103325041668178,8.904821632836924,8.76568562816768,,9,
130,55981,9.515992209855549,9.541041604732095,9.510070867303956,9.319067476537116,9.231875081744006,9.213015900313769,9.103868434166772,8.906167169630228,,,8,
131,55986,9.516003666115283,9.541005121585819,9.5099887269875,9.31900960691016,9.23201300486153,9.213004388284105,9.103998010437381,8.905008262268716,8.766989006343307,8.843996056405226,10,-0.7557301054910148
132,55989,9.516000957426629,9.54099591126968,9.510000596350498,9.318996159652064,9.232003111413484,9.213006794119329,9.103992704313512,8.905000360049323,8.766999378175903,8.844002066650496,10,-0.7557137805489389
133,55992,9.51600148942582,9.540999901236441,9.510001489410111,9.31900194201439,9.231997792857124,9.212998924972693,9.103998969186925,8.904999594572148,8.767000039606932,8.843998123033854,10,-0.7557223562520199
134,55995,9.516046193364078,,,9.318966660495047,9.231989436237603,9.213082466984735,9.103953929383414,8.904989669640479,8.76697410912848,8.843931199343936,8,-0.651869372946523
135,56001,9.516004699752807,9.540989005343471,9.510011424621077,9.31899385026984,9.231996927811114,9.212999933075274,9.104011512662881,8.904996744943148,8.766999279203437,8.843992569710041,10,-0.7557172542241863
136,56002,9.516027613011849,9.541159614108993,9.510148137320101,9.31919504082468,9.23195067654603,9.213079681147509,9.1041611504439,8.90501814488509,8.766870161413182,8.844338230808605,10,-0.7555068361401629
137,56010,9.51599923912449,9.540996263494746,9.509990774840395,9.318996091309726,9.232001118173933,9.213004200304924,9.104006754629259,8.905006273580314,8.76700441652096,8.843996001996283,10,-0.7557209524732933
138,56011,9.515995489734154,9.540991259066873,9.509997036904622,9.318995613960109,9.232000127023605,9.212996018474623,9.104000637204214,8.905018705023352,8.766985113199338,8.843997249326671,10,-0.7557143472157635
139,56012,9.515999325278592,9.5409884949799,9.510012500167246,9.31904459225982,9.232008726581922,9.213004255881446,9.103994853417534,8.905004163364843,8.767000491052718,8.844009528972293,10,-0.7556976922576508
140,56052,9.516013780589924,9.541029279668466,9.51001554291478,9.318987491003762,9.23202316773203,9.212990769915336,9.10398976838759,8.904973891190734,8.767024401818055,8.843927453814526,10,-0.755832218080843
141,56054,9.516010681657916,9.541012316546004,9.510009207621716,9.318995347328801,9.231984865183751,9.212989185836134,9.104016748784705,8.905010707026845,8.767001206425888,8.843985622865043,10,-0.7557492977539271
142,56075,9.515991221859359,9.541006498681941,9.510000985241723,9.319001287874547,9.231991515238594,9.213003268585432,9.104001123265876,8.90500112160396,8.766996853015796,8.844000769726087,10,-0.7557262488034455
143,56081,9.515995438199852,9.541004135979952,9.509998411482906,9.318998635274811,9.232004443577981,9.212996235891072,9.103995965284327,8.904997175392209,8.767001437753395,8.84400141322258,10,-0.7557230690429129
144,56092,9.515996685817521,9.54099788787021,9.510014473407486,9.319001220470716,9.232002328453232,9.212999152499936,9.104002158018742,8.904975872089567,8.767014863646265,8.844007331926486,10,-0.7557099280785184
145,56093,9.516000707631731,9.540996816079796,9.509998103795937,9.319001475213717,9.231995971310154,9.21299849424248,9.103992807924357,8.904998779203465,8.766998325095612,8.843999323059142,10,-0.755717800483724
146,56094,9.516008852515101,9.541008768592041,9.509997117005561,9.319004799827212,9.231997847546532,9.213001619233962,9.104007292071879,8.905008755185937,8.767006702311896,8.84400567656195,10,-0.7557231036557255
147,56097,9.515998488643195,9.540999957298204,9.509995450429425,9.319000444900494,9.232003332789139,9.213001889589231,9.104003871170455,8.905001592634113,8.7670028605771,8.843998036816547,10,-0.7557225113168364
148,56099,9.515997287059326,9.540985863847059,9.509991810261825,9.319001969001334,9.232006269310569,9.212996301802177,9.104002202949001,8.904994066476696,8.767006186200902,8.844000323962716,10,-0.7557052849187396
149,56106,9.516047763586155,9.540967648502884,9.50999689959267,9.318907784971096,9.232043075369544,9.213036271727521,9.103993873833256,8.905007462169403,8.767002876479713,8.844002305012154,10,-0.7556841144314763
150,56111,9.516000645668955,9.541000567100651,9.509999677224828,9.319001758851408,9.23199974064318,9.212998823008224,9.104000664721442,8.904997406794129,8.767004929677716,8.843998285149222,10,-0.7557228669553107
151,56112,9.516003897691455,9.541023686166824,9.510015124097668,9.318986359622917,9.231987863720724,9.21299501558982,9.103999055331728,8.90501457065943,8.766973470372967,8.844007248792165,10,-0.7557368564007461
152,56123,9.515971645486008,9.541058683772034,9.51002544069743,9.318952721630621,9.232020336042051,9.212991496723573,9.103982381450995,8.904899756578155,,,8,
153,56142,9.516003486885605,9.541003051706372,9.510001238467078,9.319000686902214,9.232001182307561,9.21299438047027,9.104004761701775,8.904997344658526,8.767003828694811,8.844009010672378,10,-0.755713415607584
154,56153,9.51598819688932,9.540992340113588,9.509989455093123,9.318937681106599,9.232013805208146,9.212985541571301,9.104020446537458,8.905019062783184,8.766981805374895,8.844050271551817,10,-0.755655972157554
