,plant_id,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,operation_years,CACR
0,1,,,,,,,,8.905108602796526,8.769539303174701,8.83289883047039,3,0.24025415223785096
1,90,,,,9.783700265979405,9.232943848012209,9.21421223416851,9.103714783136661,8.905179375597948,8.766628716516777,8.843575016305076,7,-0.6136342786540849
2,508,9.515956542583718,9.541015325708573,9.509967519536067,9.319118901048823,9.232054538554202,9.212944579577504,9.10399192899752,8.904926193705615,8.767004748337065,8.844076948117968,10,-0.7556499461744193
3,692,9.515958124510268,9.54085081740383,9.51007139688675,9.31899266720169,9.23190981338403,9.213107731468964,9.104021801319885,8.90505232860128,8.767007350985585,8.843846604839515,10,-0.7557373098326936
4,944,9.516039566799828,9.969403605763942,9.510107741076423,9.318984422144153,9.232146194234161,9.212841059402084,9.103894435730387,8.904859627272153,8.767215514284045,8.843843285676217,10,-1.1908448465959065
5,1172,9.515875640756628,9.540707108646396,9.510500155448057,9.318848576858327,9.23206959678883,9.21266924221406,9.103949149536644,8.905171057943713,8.766525171440412,8.843982586392228,10,-0.7554352266993858
6,1998,9.515920267673609,9.541093610037654,9.510243604407455,9.319427870997078,9.231677648835289,9.213341251653349,9.10401056072299,8.9053706857137,8.767147540088244,8.84400257755326,10,-0.7558148317375779
7,2022,9.515917871586021,9.541286884169105,9.509805298114438,9.319414460098145,9.23204406722847,9.212581749868198,9.103893286042076,8.90498146017345,8.766688799295787,8.843936669027359,10,-0.7560898289022844
8,2024,,9.54084517035924,9.509917086638476,9.318955990512482,9.232001837012715,9.213001963220664,9.104213883552228,8.905070359026949,8.767051766771372,8.844094016287318,9,-0.8032594296730866
9,6304,9.515996015659237,9.540852008638185,9.510096213353723,9.318972111088089,9.232107166351646,9.212502728063404,9.103988025259705,8.90542033539583,8.767519515400414,8.844214000671302,10,-0.75532627081768
10,7366,9.51608710608535,9.541000417688686,9.51007466667865,9.319016070635993,9.232085881809164,9.213030532193622,9.103703671270265,,,,7,
11,7381,9.515846599688176,9.541022464128877,9.509947066582003,9.318946647155872,9.23209309422643,9.212858575558649,9.103981716616895,8.90510359683978,8.767166688966244,8.844002785527572,10,-0.7557405937714812
12,7501,9.516085752648271,9.541259919445624,9.509873710612423,9.319185267136104,9.232355419962653,9.21308909878247,9.104544599576622,8.905000427995995,8.767043263656609,8.84413723419652,10,-0.7558367156712986
13,7526,9.516001439439304,9.54099804295556,9.509995886661445,9.31900461154017,9.231997141666609,9.21299497029603,9.103996841987959,8.904997262739672,8.767000759396913,8.843996388728204,10,-0.7557223694693027
14,7771,,,9.510064571119466,9.319022469667742,9.231938955129301,9.213051102667587,9.104262830798488,8.904856789168079,8.76692839883286,8.84385935674351,8,-0.6520446249583478
15,7855,9.51542035155939,9.540981117732183,9.509876067601367,9.318719761045651,9.23255285909993,9.214074973976185,9.104237375044976,8.905223386852079,8.766363253021193,8.8446412280143,10,-0.7549811712480703
16,7886,9.516018223502112,9.540897748680035,9.509962896588359,9.319119937536657,9.231857973428452,9.212945545715547,9.104064500437467,8.90491759927657,8.766990148876308,8.843987133289065,10,-0.755628430155797
17,7901,9.516142677910898,9.540513750217116,9.510042035868741,9.319210469121709,9.232152798947,9.213599206493077,9.103453989165946,8.90472893861948,,,8,
18,7936,9.516007994659759,9.54099914678058,9.509993137691543,9.318998529997002,9.23199564131327,9.213001573850347,9.104003665451012,8.904998427611384,8.767002525640505,8.843999977488794,10,-0.7557194904717179
19,7937,9.515993247397107,9.540942870436574,9.51003165820322,9.319010484708087,,,,,,,4,
20,7965,9.516226609043395,9.540930124370325,9.510037579349136,9.318772685430716,9.232418508393318,9.213138426811904,9.104277026841684,8.904641535691228,8.767082761485353,8.844558523686665,10,-0.755020930250927
21,7966,9.515996478745597,9.541275837265145,9.510059441100985,9.318122310796007,,9.212038038101026,9.103650307334156,8.904976302603222,8.766743615856608,8.844048549973957,9,-0.8034810770743861
22,7974,9.516167226587156,9.541278435015096,9.51032720609809,9.31850587829545,9.232103138885403,9.212336498710027,9.103806627160099,8.905085802665928,8.767090548675837,8.843999420701063,10,-0.7560106227310293
23,10005,9.51615202432083,9.541007361388234,9.510053569047107,9.318962672118882,,9.212851635529697,9.104120854601913,8.904998254968696,8.767089626068614,8.843933229622857,9,-0.8036179896083628
24,10027,9.516007292654296,9.540981890013361,9.510042198243367,9.318776380079397,9.232074600398692,9.213177300169297,9.104021719809664,8.904924477211384,,,8,
25,10191,9.51606484076749,9.541023979590003,9.509980089024474,9.318696252129266,9.23200266691942,9.212993137679558,9.104113528060436,8.9048975766018,8.766978828072824,8.844049953541242,10,-0.7556892399883997
26,10586,9.51599725382157,9.540976822325943,9.510012701592158,9.319005997994964,9.232010637375716,9.212986796785879,9.10400747398457,8.905016701939216,8.767000230647641,8.844011259738263,10,-0.7556836082809659
27,10597,9.515976310714676,9.540989622968164,9.510028110010873,9.319018243365884,9.232023996169302,9.21296644315602,9.104062474690402,8.90497946495997,8.767052387556982,8.844025050771924,10,-0.7556814475856655
28,10718,9.516034407436475,9.540971383838118,9.509960804130499,9.318984812578336,9.231981951767366,9.213028208551332,9.103939908067442,8.904990250215498,8.767017783521645,8.84402590387265,10,-0.755661518106765
29,10815,9.516066429288262,9.540949586175804,9.509981937393983,9.318947569103125,,,,,,,4,
30,10823,9.515614622880799,9.542244585241358,,9.318072155475713,9.231361918768199,9.211928967674465,9.10593343432499,8.90415808113278,8.767443271479701,8.844924326196208,9,
31,50276,9.51601172060994,9.54117972238602,9.509864683927441,9.31897891036728,9.231671057943394,9.214696407418359,9.107540556879963,8.940716908727163,8.764795021092134,8.83599596894692,10,-0.7648927830121943
32,50281,9.51599663548787,9.54100289712683,9.509996032776401,9.31888710764887,9.232022398091695,9.21299082446961,9.104009519546041,8.904989647314775,8.766987872262717,8.843999528017882,10,-0.7557238959147283
33,50386,9.51595366065234,9.541081904065077,9.51001878485938,9.319003974484247,9.23202705557378,9.2129633710321,9.104027055504108,8.904974265265016,8.76709177393289,,9,
34,50485,9.516017497618117,9.541055886699263,9.510022449318333,9.31906583360731,9.231983565812504,9.21301481635774,9.104250390416611,8.904655528449757,,,8,
35,50532,,9.541038248449299,9.509997686872454,9.318984049935953,9.232023503794045,9.21310192296304,9.103959384025435,8.904952922830986,8.766998894224125,8.844001713052817,9,-0.8034678761400627
36,50533,9.515979103545403,9.540991057500593,9.50996687706378,9.318970587468199,9.232012682484113,9.212985233574981,9.103963198111737,8.905012578345126,,8.844007334729088,9,-0.803425162304372
37,50535,9.515994582651867,9.53803478733718,9.509930240116544,9.318114687864389,9.23180929234149,9.212963787867567,9.104230531901088,8.904362028009203,8.765693600792407,,9,
38,50536,9.515958560529226,9.541003077538333,9.50998888643022,9.318995558362603,9.232003058865317,9.212989211702649,9.104000228532595,8.904985305683136,8.767015661700329,8.844021777150257,10,-0.7556991164048954
39,50552,9.515989914681311,9.541011438725343,9.509963140886226,9.318969312813136,9.232014454107327,9.212929084282552,9.104000623989412,8.905077110229646,8.767063696826574,8.844011747486144,10,-0.7557190685194004
40,50553,9.515935630517033,9.541031635295516,9.509967465910261,9.318987117366154,9.232033965893086,9.21295395483093,9.104004032790062,8.905084218070014,8.76701222770887,8.844020820220129,10,-0.7557298956027969
41,50690,9.516004304054848,9.540992446150172,9.510015090913273,9.319002315441253,9.231993073995257,9.213010630916779,9.104021047019005,8.90498730951151,8.767000348396001,8.844008498314693,10,-0.75570295878713
42,50712,9.516094558971275,9.540742223527113,9.509682555251523,9.319002165265978,,,,,,,4,
43,50754,9.515982231353279,9.541010096414189,9.509973254199688,9.318923349862391,9.232030241054506,9.212966002829498,9.10399056500527,8.904983719704072,8.767005442015963,8.844007449364549,10,-0.7557224954625408
44,50820,9.51604143982498,,9.510398652314075,9.31902863995621,9.232110583075382,9.21278247339969,9.103984265909167,8.904899560112726,8.767269600279894,8.8439854574136,9,-0.8039528321554745
45,50821,9.516007661724014,9.54097854624002,9.510014675010387,9.319126476771324,9.231990702320418,9.21294656894589,9.104000674775378,8.905002111416962,8.766981493082701,8.843993830765093,10,-0.7557049596639054
46,50822,9.515950050104097,9.54126184900601,9.509970005811402,9.318923651409593,9.23196174519523,9.213062372703812,,,,,6,
47,50823,9.515976192468145,9.54094910107445,9.510033893175397,9.319035972685462,9.23199889159826,9.21297489268317,9.10399436163719,8.90501569138926,,,8,
48,52142,9.516025955444412,9.540994909433953,9.510010090595912,9.31899871832133,9.232014934551406,9.212964147782689,9.10399780022683,8.905025777748365,8.76699400057208,8.844004678549553,10,-0.755709807470395
49,52143,9.516000255679366,9.54097223413269,9.51000905942062,9.319014356928564,9.232020812509498,9.212977598661501,9.104009747121136,8.905025436618764,,,8,
50,52144,9.516001767067797,9.540975067843778,9.509998671855483,9.31897808722754,9.23199063090929,9.213064774531649,9.104026091144434,8.90495764005568,,,8,
51,52160,9.516016976845842,9.541032590772256,9.510039218144984,9.319042998988367,9.232011531964956,9.21295991567655,9.10403206949899,8.90493629596921,8.767063921993499,,9,
52,52161,9.51585738580748,9.540969504652038,9.510159833968649,9.318873028835656,9.231853145776762,9.213004288375009,9.104028250954707,8.90474044255158,,,8,
53,52162,9.51593596836772,9.541067679758216,9.509900061171894,9.318891645340365,9.232052836492036,9.21275081684812,9.103943644705739,8.905123435883755,,8.843985859623334,9,-0.8033744872528503
54,52163,9.51613573961498,9.541040020113657,9.51000018326031,9.318881483039473,9.231964283712447,9.21280878922112,9.104129839271131,8.904945167132071,,8.844008436824414,9,-0.8034623898903304
55,52165,9.515638824386338,9.540839301602752,9.510455936372656,9.319944495396486,9.232583232136976,9.21498432878582,9.105288408042515,8.904589001530132,,,8,
56,54258,9.515940146354103,9.540324480233624,,9.318609743155521,,,,,,,3,
57,54298,9.515954121986566,9.541033588047645,9.509934666557529,9.31888735777376,9.232069495896498,9.213121121499595,9.104046747373427,8.904992928653567,8.76693522195552,8.843976895105804,10,-0.7557812180415957
58,54299,9.516024297011551,9.540893524322838,9.509919120024696,9.31888544079748,9.231942637142884,9.212639667948524,9.104034785571427,8.904960584009155,8.767094147260606,8.843701258313901,10,-0.7559448403391955
59,54300,9.516066098543076,9.54107007584915,9.509857765244655,9.318549850722771,9.231799868845902,9.212744750275114,9.10391038433699,8.904897541084352,8.766874093026027,8.844057718085823,10,-0.7557284754567073
60,54453,9.515982308323075,9.541043901239114,9.509973755637082,9.31908967082417,9.232138199942133,9.213014706888513,9.103700013057919,8.905009003362434,8.767095277736644,8.843927134748224,10,-0.7558477852252832
61,54454,9.51602755205572,9.541007350957406,9.510002946050937,9.3189915258563,9.231985313341765,9.212993964665875,9.103996111988861,8.904996688911826,8.766995556640046,8.844011353571696,10,-0.7557152585152327
62,54647,9.51599668164427,9.540991122938076,9.510021317134738,9.318994407956415,9.231999520615263,9.212995958258025,9.10399184706129,8.90501762847617,8.767003661219084,8.843969745391218,10,-0.7557450696267898
63,54650,9.515980237407389,9.540922837874525,,9.318984222844188,,9.213349686304475,9.104144976413858,,,,5,
64,54681,9.515841276346167,9.540776773257297,9.510055970284656,9.31874787157067,9.231961145610748,9.212952835062376,9.10427593577592,8.904102968768013,,,8,
65,54682,9.515933632875933,9.541154582301731,9.509584871232976,9.318882710994552,9.231537195245151,9.212494563180709,9.103477235486721,8.862475859974468,,,8,
66,54685,9.516192776070891,9.540891795280148,9.509877815957722,9.319073434303704,9.232005718530248,9.213100401519759,9.104022362213966,8.90424495549943,,,8,
67,54686,9.516004205771187,9.540959538036983,9.51001031436855,9.318908036192832,9.23202479514728,,9.104033895847413,8.905024225573822,8.766952414824864,8.844036784331225,9,-0.8034388035684237
68,54687,9.516059196095112,9.540991884016583,9.510080625238635,,,,,,,,3,
69,54750,9.515910165394294,9.54098240297926,9.509998884802007,9.318888577817146,9.232233176592445,9.213255377354509,9.104110740837672,8.904930164080117,8.766985962548532,8.843913552875707,10,-0.7557990568894946
