,plant_id,YEAR,Netgen
1017,55608,2020,0.0
1018,55609,2012,72490.0
1019,55609,2013,81460.0
1020,55609,2014,80479.0
1021,55609,2015,60124.0
1022,55609,2016,74735.0
1023,55609,2017,63891.0
1024,55609,2018,71045.0
1025,55609,2019,37209.0
1026,55609,2020,0.0
1027,55610,2012,53878.0
1028,55610,2013,59725.0
1029,55610,2014,62304.0
1030,55610,2015,50786.0
1031,55610,2016,56511.0
1032,55610,2017,47514.0
1033,55610,2018,52236.0
1034,55610,2019,51370.0
1035,55610,2020,38219.0
1036,55719,2012,212098.0
1037,55719,2013,213164.0
1038,55719,2014,201736.0
1039,55719,2015,194716.0
1040,55719,2016,183827.0
1041,55719,2017,156253.0
1042,55719,2018,197485.0
1043,55719,2019,196597.0
1044,55719,2020,193742.0
1045,55719,2021,181140.0
1046,55734,2012,289551.0
1047,55734,2013,70460.0
1048,55734,2014,138714.0
1049,55734,2015,293526.0
1050,55734,2016,240653.0
1051,55734,2017,175521.0
1052,55734,2018,254995.0
1053,55734,2019,206415.0
1054,55734,2020,210879.0
1055,55734,2021,328930.0
1056,55739,2012,102840.0
1057,55739,2013,89157.0
1058,55739,2014,99604.0
1059,55739,2015,84165.0
1060,55739,2016,96898.0
1061,55739,2017,90669.0
1062,55739,2018,98535.0
1063,55739,2019,74241.0
1064,55739,2020,106205.0
1065,55739,2021,97873.0
1066,55740,2012,135098.0
1067,55740,2013,142833.0
1068,55740,2014,151233.0
1069,55740,2015,117679.0
1070,55740,2016,145855.0
1071,55740,2017,147623.0
1072,55740,2018,138698.0
