,plant_id,YEAR,uptime
4913,57357,2016,2089.84375
5763,57757,2014,2090.263678
6733,58162,2015,2090.473856
2451,56633,2014,2090.666667
4326,57177,2019,2091.41844
5438,57613,2015,2092
8817,62161,2021,2092.626263
785,55816,2015,2092.666667
4323,57177,2016,2092.695035
8479,61005,2020,2093.555556
2404,56620,2017,2093.870647
4035,57106,2013,2094
1893,56447,2016,2094.622642
476,55208,2016,2094.934701
2454,56633,2017,2096.133333
3338,56902,2015,2096.5
34,944,2017,2096.716667
5945,57833,2016,2097.246667
93,7381,2016,2097.666667
4468,57214,2021,2097.777778
5082,57429,2015,2098.086957
1791,56433,2014,2098.259259
7104,58630,2021,2098.529412
2936,56790,2013,2098.675926
6395,58004,2017,2098.676768
4276,57156,2019,2099.441667
2694,56699,2017,2100.136054
3343,56902,2020,2100.452381
6729,58155,2021,2100.574597
6057,57867,2018,2100.588235
8735,61916,2021,2100.629213
3339,56902,2016,2101.373016
4048,57107,2016,2101.539216
7887,59621,2015,2101.828495
7953,59712,2021,2102.47639
5900,57803,2021,2103
786,55816,2016,2103.095238
8950,63025,2020,2103.438017
5530,57635,2020,2103.78
2125,56537,2018,2103.90873
740,55796,2020,2104.707317
730,55795,2020,2104.717949
6722,58155,2014,2104.858871
4906,57354,2019,2105.111111
7024,58511,2015,2105.263158
2245,56580,2018,2105.384615
4914,57357,2017,2105.527344
3460,56934,2017,2105.714286
980,56092,2021,2105.876543
2292,56593,2015,2106.272727
2195,56562,2018,2106.7
2462,56634,2015,2106.902857
1450,56320,2021,2108.816667
3630,56971,2017,2108.888889
2475,56635,2018,2108.996212
6231,57968,2021,2109.6
6795,58238,2021,2109.6
7401,58924,2021,2110.638614
5326,57550,2013,2111.293103
5329,57550,2016,2111.531034
2691,56699,2014,2112.244898
894,56002,2015,2112.368421
3359,56905,2016,2112.736842
3529,56952,2016,2112.888889
7708,59302,2017,2112.888889
1795,56433,2018,2113.281481
7293,58833,2021,2113.966667
7965,59725,2019,2114
503,55342,2013,2114.411765
3756,56991,2013,2115.215686
305,50536,2013,2115.435631
8784,62108,2021,2115.666667
2937,56790,2014,2116.055556
3342,56902,2019,2116.261905
6721,58155,2013,2116.330645
3472,56935,2019,2118.253968
9010,63686,2021,2118.82
1606,56376,2017,2118.823529
4458,57212,2021,2120.229885
2695,56699,2018,2121.938776
6734,58162,2016,2122.140523
753,55804,2013,2122.2
8905,62711,2020,2122.36087
7100,58630,2017,2123.235294
18,508,2021,2124
3182,56839,2019,2124
455,54979,2015,2124.023324
6059,57867,2020,2124.090909
3920,57080,2018,2124.3
2823,56770,2016,2124.470588
5333,57550,2020,2124.541379
1422,56308,2013,2124.761905
7795,59331,2020,2125
3337,56902,2014,2125.47619
4738,57296,2021,2125.9375
8510,61067,2019,2126.315789
2586,56651,2019,2126.628571
5064,57427,2017,2126.956522
754,55804,2014,2127.7125
2493,56637,2016,2128.428571
2491,56637,2014,2129.47619
5100,57431,2013,2129.826087
4803,57320,2016,2130.568783
5762,57757,2013,2130.613052
8778,62106,2021,2130.666667
3925,57082,2013,2130.857143
2835,56771,2018,2131.083333
957,56075,2018,2131.518519
8783,62108,2020,2131.666667
984,56093,2015,2131.708333
3224,56854,2021,2132.371234
650,55739,2020,2132.630522
687,55747,2017,2132.715152
5442,57613,2019,2132.8
7486,58992,2019,2132.941176
2815,56767,2018,2133.041096
8680,61775,2020,2133.333333
444,54909,2014,2133.607306
8764,62038,2019,2133.872354
887,56001,2018,2134.356589
5251,57514,2014,2134.883195
2163,56555,2016,2134.920635
2825,56770,2018,2134.980392
7482,58992,2015,2135.294118
5892,57803,2013,2136
3776,57002,2016,2136.22973
8017,59888,2017,2136.391695
3829,57039,2019,2136.477273
3226,56855,2013,2136.708738
360,50820,2019,2137
8397,60865,2016,2137
8512,61067,2021,2137.368421
7036,58548,2018,2138.125
2394,56619,2017,2138.17284
4392,57195,2015,2138.281296
2464,56634,2017,2138.662857
8126,60126,2021,2138.666667
6728,58155,2020,2138.991935
3649,56973,2016,2139.292929
7034,58548,2016,2139.375
2567,56649,2020,2139.387352
3639,56972,2016,2139.638554
3632,56971,2019,2139.79798
7958,59724,2019,2140
3774,56994,2021,2140.467662
954,56075,2015,2140.58642
2912,56783,2019,2140.7137
460,54979,2020,2141.370262
2392,56619,2015,2141.679012
1543,56360,2014,2141.741294
1998,56470,2021,2142
5334,57550,2021,2142.113793
1098,56162,2019,2142.441077
6726,58155,2018,2143.820565
5440,57613,2017,2144
8816,62161,2020,2144.141414
5755,57756,2015,2144.333333
8777,62106,2020,2144.333333
8891,62618,2020,2144.583333
3003,56796,2020,2144.642857
7291,58833,2019,2145.033333
4526,57253,2019,2145.111111
1600,56372,2021,2145.142857
8822,62207,2021,2145.281757
4668,57287,2021,2145.5
5285,57526,2018,2145.554717
7792,59331,2017,2145.625
4011,57096,2019,2146.099291
2084,56495,2017,2146.253788
4254,57152,2017,2146.349848
1410,56304,2021,2146.35
661,55740,2021,2146.56
2088,56495,2021,2146.977273
4103,57112,2021,2147.1652
4916,57357,2019,2147.441406
5324,57549,2021,2147.527586
4418,57199,2021,2148.54321
5814,57767,2015,2148.666667
636,55734,2016,2148.6875
4766,57302,2019,2149.538462
5321,57549,2018,2149.575862
5288,57526,2021,2149.683019
5842,57775,2013,2149.7
2996,56796,2013,2149.761905
783,55816,2013,2150
1768,56416,2021,2150.057971
4800,57320,2013,2150.185185
3231,56855,2018,2150.466019
5060,57427,2013,2150.73913
3001,56796,2018,2151.09127
996,56094,2017,2151.127451
4697,57291,2020,2152.293333
929,56012,2020,2152.439024
475,55208,2015,2152.910448
3648,56973,2015,2153.030303
5757,57756,2018,2153.5
2584,56651,2017,2153.7
1129,56174,2020,2154.980392
3311,56878,2018,2155.122642
755,55804,2015,2156.4375
2869,56776,2016,2156.783333
2156,56544,2019,2156.923077
556,55560,2016,2157.433578
6885,58407,2016,2158.125
1248,56255,2019,2158.320562
800,55871,2020,2158.653061
6425,58019,2017,2158.925
3340,56902,2017,2159.388889
327,50553,2015,2160
4284,57159,2017,2160.083905
1024,56106,2015,2160.285714
6054,57867,2015,2160.689076
4415,57199,2018,2160.82716
4778,57303,2021,2161.353333
610,55581,2020,2161.356115
2813,56767,2016,2162.184932
3603,56968,2020,2162.352941
513,55353,2013,2163.125
8815,62161,2019,2163.535354
6396,58004,2018,2164.010101
5952,57834,2013,2164.60119
3123,56829,2020,2165.515152
2999,56796,2016,2166.527778
5765,57757,2016,2167.626895
7485,58992,2018,2169.705882
5255,57514,2018,2169.83798
1554,56361,2015,2169.979899
6058,57867,2019,2170.134454
6165,57947,2015,2170.238095
558,55560,2018,2170.689655
7353,58887,2017,2171.2
7866,59492,2017,2171.2
1234,56252,2015,2171.208511
3620,56970,2017,2171.7
8478,61005,2019,2171.777778
2122,56537,2015,2172.261905
6514,58048,2020,2172.266667
949,56054,2020,2172.860465
4694,57291,2017,2172.88
227,10597,2013,2173.068966
6012,57855,2013,2173.125
5770,57757,2021,2173.137772
477,55208,2017,2173.152985
8123,60126,2018,2173.333333
2814,56767,2017,2174.212329
449,54909,2019,2174.383562
3909,57079,2017,2174.452088
2931,56789,2018,2175.055724
5953,57834,2014,2175.636905
5140,57447,2013,2175.85041
669,55741,2019,2175.858586
4213,57135,2016,2176.3875
6394,58004,2016,2176.424242
665,55741,2015,2176.835017
8427,60911,2016,2177.647059
2585,56651,2018,2177.914286
3740,56989,2017,2178.315789
3312,56878,2019,2178.415094
3977,57093,2015,2178.529412
6882,58407,2013,2178.61875
1657,56383,2018,2178.75
2162,56555,2015,2179.223986
2821,56770,2014,2179.27451
2391,56619,2014,2179.691358
5106,57431,2019,2179.869565
5220,57493,2013,2181.243351
886,56001,2017,2182.403101
7101,58630,2018,2182.941176
2655,56670,2018,2183.02521
3622,56970,2019,2183.2
3629,56971,2016,2183.434343
3101,56823,2018,2183.43599
3227,56855,2014,2183.932039
4796,57319,2019,2184.42
3757,56991,2014,2184.470588
4907,57354,2020,2184.666667
766,55805,2016,2184.733333
1700,56394,2021,2185.185185
5323,57549,2020,2185.637931
2036,56485,2019,2186.264176
3474,56935,2021,2187.195767
3917,57080,2015,2187.9
7716,59305,2019,2188
6142,57913,2018,2188.65035
4237,57139,2020,2188.768
1246,56255,2017,2189.08046
5972,57844,2013,2190.05
8868,62481,2021,2190.066445
33,944,2016,2191.333333
329,50553,2017,2191.35
6223,57968,2013,2191.4
5281,57526,2014,2192.230189
6707,58141,2018,2192.4375
1648,56380,2019,2192.658333
7288,58833,2016,2192.8
4691,57291,2014,2193.053333
7793,59331,2018,2193.125
6213,57965,2013,2193.4
5136,57444,2019,2193.826087
4683,57290,2016,2193.907057
9016,63803,2020,2194.403333
3133,56831,2020,2195.151515
5072,57428,2015,2195.26087
8789,62110,2019,2195.333333
5201,57474,2014,2195.7
2086,56495,2019,2195.795455
4376,57192,2019,2195.993333
852,55989,2013,2196.522801
2146,56543,2019,2196.826923
4216,57135,2019,2196.954167
4850,57333,2013,2197.517413
474,55208,2014,2197.779851
2880,56777,2017,2198.175912
960,56075,2021,2198.388889
3121,56829,2018,2199.242424
6909,58424,2015,2199.888889
4233,57139,2016,2200.192
8401,60865,2020,2201.25
3234,56855,2021,2201.292517
7717,59305,2020,2202
160,7936,2015,2202.377477
4851,57333,2014,2202.751244
3541,56953,2018,2202.8125
3313,56878,2020,2202.896226
8795,62111,2021,2203.333333
1018,56099,2019,2203.414634
843,55986,2014,2203.621212
4858,57333,2021,2204.940299
358,50820,2017,2205
3216,56854,2013,2205.206186
17,508,2020,2205.333333
794,55871,2014,2205.346939
1224,56251,2015,2205.568306
2665,56673,2018,2205.802676
5260,57516,2013,2205.9
2448,56630,2021,2207.12
4210,57135,2013,2207.120833
3670,56975,2017,2207.121212
1862,56442,2015,2207.583333
1012,56099,2013,2207.593496
2628,56665,2021,2208.840909
6072,57874,2013,2209.014647
4228,57137,2021,2209.304085
3624,56970,2021,2209.6
7743,59313,2019,2210
5084,57429,2017,2210.304348
6929,58441,2017,2210.465116
4212,57135,2015,2210.795833
5661,57721,2021,2210.918367
448,54909,2018,2211.050228
778,55809,2018,2212
4222,57137,2015,2212.52381
8125,60126,2020,2212.666667
325,50553,2013,2212.701422
481,55208,2021,2212.798507
3672,56975,2019,2212.878788
3141,56835,2018,2213.1
2881,56777,2018,2213.150092
3596,56968,2013,2213.529412
8776,62106,2019,2213.666667
2944,56790,2021,2213.859127
7620,59187,2015,2213.925
5107,57431,2020,2214.130435
8699,61788,2020,2214.5
1678,56391,2019,2214.979339
2988,56795,2015,2215.014881
1374,56301,2015,2215.472868
4707,57292,2020,2215.48
4805,57320,2018,2216.018519
2631,56666,2014,2216.380368
3221,56854,2018,2216.597938
3122,56829,2019,2216.606061
8781,62107,2021,2217
7714,59305,2017,2217.333333
8481,61032,2020,2218.233333
162,7936,2017,2218.790407
2998,56796,2015,2219.027778
4230,57139,2013,2219.2
603,55581,2013,2219.215827
8151,60152,2017,2219.354839
847,55986,2018,2219.439394
7871,59493,2017,2219.7
1134,56195,2015,2220.365854
4235,57139,2018,2220.416
4904,57354,2017,2220.666667
3916,57080,2014,2220.825
3762,56991,2019,2221.019608
447,54909,2017,2221.050228
3473,56935,2020,2221.284127
2164,56555,2017,2221.463845
443,54909,2013,2221.73516
5436,57613,2013,2222.748
5740,57752,2020,2223.358135
3743,56989,2020,2223.491228
3020,56800,2017,2223.888889
3022,56800,2019,2223.888889
6709,58141,2020,2223.9375
2272,56591,2015,2224
2943,56790,2020,2224.414683
884,56001,2015,2224.604651
2265,56590,2018,2224.615385
4937,57374,2020,2225.065693
6727,58155,2019,2225.362903
4272,57156,2015,2225.466667
1974,56466,2017,2226.51472
784,55816,2014,2227.285714
5838,57774,2019,2227.483333
185,7966,2020,2228.26087
4310,57176,2013,2229
451,54909,2021,2229.543379
1984,56468,2017,2229.697479
5846,57775,2017,2229.9
6421,58019,2013,2229.95
4467,57214,2020,2230.37037
1519,56355,2020,2230.716074
5132,57444,2015,2230.826087
5715,57749,2015,2231.071429
4069,57109,2017,2231.091637
5092,57430,2015,2231.652174
853,55989,2014,2234.381107
1454,56322,2015,2234.677183
5256,57514,2019,2234.920874
1144,56203,2015,2235.5
3773,56994,2020,2235.60199
2440,56630,2013,2235.64
756,55804,2016,2235.65
528,55354,2018,2236.355932
2420,56622,2013,2236.763889
3908,57079,2016,2236.800983
446,54909,2016,2237.123288
3746,56990,2013,2237.133333
4070,57109,2018,2237.466199
3759,56991,2016,2237.490196
4211,57135,2014,2237.5875
306,50536,2014,2237.841352
6053,57867,2014,2238.218487
8934,62897,2021,2238.8
6225,57968,2015,2239
3763,56991,2020,2239.411765
6724,58155,2016,2239.53629
4767,57302,2020,2240
6218,57965,2018,2240
5599,57649,2019,2240.060484
6055,57867,2016,2240.285714
8102,60087,2016,2240.513333
4801,57320,2014,2241.03836
5774,57760,2015,2241.2
8791,62110,2021,2242
5973,57844,2014,2242.070707
6859,58394,2015,2242.086957
1037,56111,2018,2242.33125
4007,57096,2015,2242.350557
6391,58004,2013,2242.737374
2776,56755,2019,2243
6056,57867,2017,2243.07563
1887,56446,2020,2243.868421
3561,56959,2018,2243.928571
1558,56361,2019,2244.537688
6708,58141,2019,2244.666667
715,55790,2015,2245
7248,58772,2015,2245.03
4097,57112,2015,2245.070707
504,55342,2014,2245.784314
8504,61066,2018,2246.315789
8472,61004,2018,2246.666667
1668,56386,2019,2247.777778
2800,56765,2013,2248.21875
1458,56322,2019,2248.297872
3062,56810,2019,2248.466819
267,50281,2014,2248.580645
1456,56322,2017,2248.653705
925,56012,2016,2248.699187
6052,57867,2013,2248.907563
4917,57357,2020,2248.955078
8780,62107,2020,2249
4240,57151,2013,2249.064677
328,50553,2016,2249.35
5327,57550,2014,2249.458621
5076,57428,2019,2249.478261
7959,59724,2020,2250
5004,57396,2017,2251.05
4207,57131,2020,2251.666667
4465,57214,2018,2251.851852
6014,57855,2015,2252.5
5699,57744,2019,2252.869565
8400,60865,2019,2253
5287,57526,2020,2253.037736
453,54979,2013,2253.148688
1832,56439,2015,2253.925926
6230,57968,2020,2254.4
3946,57087,2014,2255.533333
5204,57474,2017,2256.5
2264,56590,2017,2256.923077
5143,57447,2016,2257.920082
58,1998,2021,2258.333333
3592,56967,2019,2258.6
6703,58141,2014,2258.604167
4123,57115,2021,2258.753623
5331,57550,2018,2260.175862
4205,57131,2018,2260.333333
1804,56434,2017,2261.643192
8786,62109,2020,2262.666667
945,56054,2016,2263.023256
8045,59968,2017,2263.1875
793,55871,2013,2263.387755
2444,56630,2017,2263.76
1872,56443,2015,2264.095238
3251,56857,2018,2264.306977
714,55790,2014,2264.8
2612,56661,2015,2264.996469
4520,57253,2013,2265.111111
4378,57192,2021,2266.293333
3253,56857,2020,2266.632606
480,55208,2020,2268.274254
7896,59622,2018,2268.875
169,7965,2014,2269.166667
3952,57087,2020,2269.533333
5976,57844,2017,2269.969697
2587,56651,2020,2270.457143
4586,57268,2019,2270.868421
8970,63133,2020,2271.446903
3919,57080,2017,2271.625
7191,58719,2017,2271.631016
5066,57427,2019,2272.130435
7711,59302,2020,2272.222222
4008,57096,2016,2272.239108
3657,56974,2014,2272.424242
6784,58233,2020,2272.666667
6020,57855,2021,2273.125
2005,56479,2018,2273.566667
8506,61066,2020,2273.684211
2080,56495,2013,2273.776515
768,55805,2018,2273.8
1884,56446,2017,2274.105263
4612,57282,2015,2274.133333
3643,56972,2020,2274.216867
543,55396,2013,2274.545455
713,55790,2013,2275.066667
587,55576,2017,2275.789474
2810,56767,2013,2276.226027
5813,57767,2014,2276.666667
7837,59448,2018,2276.666667
638,55734,2018,2276.741071
3451,56933,2018,2277.171717
4072,57109,2020,2277.451177
3542,56953,2019,2277.607143
4910,57357,2013,2277.646484
5142,57447,2015,2278.196721
6399,58004,2021,2278.40404
4911,57357,2014,2278.417969
8799,62112,2021,2278.666667
3471,56935,2018,2279.470899
2113,56536,2016,2279.543651
1136,56195,2017,2280.658537
483,55265,2013,2280.811594
763,55805,2013,2280.933333
579,55574,2019,2281.052632
668,55741,2018,2281.111111
7996,59776,2014,2281.176471
2934,56789,2021,2281.246201
2883,56777,2020,2281.364318
2857,56774,2020,2281.39823
1968,56460,2021,2282.2
7856,59490,2017,2282.9
3597,56968,2014,2282.941176
3558,56959,2015,2283.231293
8124,60126,2019,2283.333333
6227,57968,2017,2283.6
8831,62258,2020,2283.725198
3446,56933,2013,2285.151515
3469,56935,2016,2285.185185
3747,56990,2014,2285.633333
6782,58233,2018,2285.666667
2581,56651,2014,2285.842857
1036,56111,2017,2286.3375
1992,56470,2015,2286.692308
2963,56792,2020,2287.65873
2527,56644,2020,2287.916667
2752,56753,2015,2288.1875
3000,56796,2017,2288.472222
1298,56290,2019,2288.680124
116,7526,2019,2289.009641
4416,57199,2019,2289.222222
3217,56854,2014,2289.340206
5701,57744,2021,2289.405797
3997,57095,2015,2289.636816
5080,57429,2013,2289.956522
4543,57258,2016,2290
7840,59448,2021,2290.333333
2298,56593,2021,2290.349282
2081,56495,2014,2290.719697
5048,57421,2021,2291.029412
5108,57431,2021,2291.26087
588,55576,2018,2292.105263
4373,57192,2016,2292.433333
2308,56594,2021,2293.246377
7140,58677,2021,2293.297101
5759,57756,2020,2293.333333
3599,56968,2016,2293.529412
7794,59331,2019,2293.75
4525,57253,2018,2293.777778
4460,57214,2013,2294.074074
7292,58833,2020,2294.9
3466,56935,2013,2295.132275
1922,56450,2015,2295.3
1765,56416,2018,2295.42029
2044,56487,2017,2295.5
4246,57151,2019,2295.970149
5683,57741,2013,2296.190476
2123,56537,2016,2296.448413
1675,56391,2016,2296.618457
1297,56290,2018,2296.990683
2124,56537,2017,2297.123016
6823,58324,2015,2297.76542
4903,57354,2016,2297.777778
8133,60128,2021,2298
6670,58121,2021,2298.148148
1416,56307,2017,2298.291667
4790,57319,2013,2298.36
6271,57976,2021,2298.6375
4585,57268,2018,2298.868421
7290,58833,2018,2299.666667
469,55125,2019,2301.16
1352,56299,2013,2301.916667
7710,59302,2019,2302.222222
4001,57095,2019,2302.248756
3134,56831,2021,2302.282828
228,10597,2014,2302.586207
6132,57890,2013,2302.586806
6161,57935,2021,2302.764228
6339,57991,2021,2302.813333
2742,56752,2015,2303.081967
733,55796,2013,2303.243902
2476,56635,2019,2303.333333
3363,56905,2020,2303.719298
4808,57320,2021,2303.756614
7117,58661,2014,2304.117647
4117,57115,2015,2304.280193
3574,56960,2021,2304.285714
516,55353,2016,2304.375
3538,56953,2015,2304.857143
2250,56581,2013,2305.384615
3623,56970,2020,2305.4
944,56054,2015,2305.418605
2145,56543,2018,2305.576923
2425,56622,2018,2306.25
2656,56670,2019,2306.554622
241,10718,2017,2306.923077
1970,56466,2013,2306.989554
1299,56290,2020,2307.66812
2926,56789,2013,2307.679838
5094,57430,2017,2308.086957
3523,56947,2020,2308.222222
3663,56974,2020,2308.484848
8639,61660,2019,2308.666667
3543,56953,2020,2309.964286
3454,56933,2021,2310
6884,58407,2015,2310
3202,56842,2019,2310.259067
3618,56970,2015,2310.4
178,7966,2013,2310.434783
2686,56679,2019,2311.111111
5074,57428,2017,2311.391304
5741,57752,2021,2311.924603
5816,57767,2017,2312
1886,56446,2019,2312.5
3192,56841,2019,2312.584541
6226,57968,2016,2312.6
4768,57302,2021,2312.615385
4273,57156,2016,2312.633333
3588,56967,2015,2312.8
1244,56255,2015,2313.237548
3559,56959,2016,2313.265306
3119,56829,2016,2313.992424
3849,57044,2019,2314.268657
3628,56971,2015,2314.747475
3664,56974,2021,2315.151515
6428,58019,2020,2315.61875
2085,56495,2018,2315.643939
56,1998,2019,2315.833333
928,56012,2019,2316.195122
885,56001,2016,2316.20155
2035,56485,2018,2316.744496
2470,56635,2013,2316.780303
1760,56416,2013,2316.985507
3781,57002,2021,2317.074324
4685,57290,2018,2317.286288
2256,56581,2019,2317.692308
495,55287,2015,2317.755611
1679,56391,2020,2318.326446
2890,56779,2017,2318.4
2348,56608,2021,2318.518519
32,944,2015,2318.666667
3104,56823,2021,2318.768116
3124,56829,2021,2319.143939
6627,58106,2016,2319.214703
5839,57774,2020,2319.558333
855,55989,2016,2319.837134
6427,58019,2019,2319.875
6924,58425,2021,2319.944444
4588,57268,2021,2320.447368
31,944,2014,2320.666667
1399,56303,2020,2320.993333
240,10718,2016,2321.025641
2225,56575,2018,2321.3
3161,56837,2018,2321.5
1382,56302,2013,2322.816667
2630,56666,2013,2323.394683
3644,56972,2021,2323.493976
5275,57520,2018,2323.862222
880,55995,2021,2323.943662
5760,57756,2021,2324
2032,56485,2015,2324.342895
3899,57078,2017,2325.066667
3589,56967,2016,2325.2
8598,61443,2019,2325.555556
4690,57291,2013,2326.053333
5719,57749,2019,2326.339286
3310,56878,2017,2326.566038
8904,62653,2021,2326.666667
6281,57979,2021,2326.846154
6185,57962,2015,2326.960784
3777,57002,2017,2327.047297
44,1172,2017,2327.5
4701,57292,2014,2328.3
5905,57813,2016,2329.6
3117,56829,2014,2330.05303
2867,56775,2020,2330.141667
1088,56160,2019,2330.564304
3447,56933,2014,2330.808081
1114,56173,2015,2331.061728
5103,57431,2016,2331.130435
4695,57291,2018,2331.813333
326,50553,2014,2331.85
3653,56973,2020,2332.020202
8211,60329,2017,2332.155388
7968,59732,2015,2332.273333
4083,57110,2021,2332.320755
8794,62111,2020,2332.666667
1672,56391,2013,2332.85124
1292,56290,2013,2333.518634
4286,57159,2019,2333.619375
7897,59622,2019,2333.875
3459,56934,2016,2333.904762
857,55989,2018,2334.055375
3604,56968,2021,2334.117647
1948,56457,2021,2334.583333
114,7526,2017,2334.693252
2477,56635,2020,2334.848485
6152,57927,2021,2334.968085
1428,56308,2019,2336.571429
6164,57947,2014,2336.626984
4704,57292,2017,2336.68
2805,56765,2018,2337.20625
7955,59724,2016,2337.333333
2801,56765,2014,2337.44375
3998,57095,2016,2337.766169
5206,57474,2019,2337.9
4010,57096,2018,2338.196555
3019,56800,2016,2338.333333
5717,57749,2017,2338.392857
5101,57431,2014,2338.826087
5067,57427,2020,2339.652174
7025,58511,2016,2340
2658,56670,2021,2340.504202
4665,57287,2018,2340.797297
1814,56435,2017,2340.833333
2421,56622,2014,2341.055556
4786,57315,2019,2341.174603
2221,56575,2014,2341.2
6429,58019,2021,2341.25
924,56012,2015,2342.422764
3041,56805,2018,2342.467662
2082,56495,2015,2342.776515
1457,56322,2018,2342.956713
4068,57109,2016,2343.324987
5270,57520,2013,2343.488889
3484,56941,2021,2344.109524
2161,56555,2014,2344.338624
158,7936,2013,2345.119917
1647,56380,2018,2345.258333
627,55719,2017,2346.141141
2997,56796,2014,2346.428571
8640,61660,2020,2346.444444
2616,56661,2019,2346.532486
1927,56450,2020,2347.0125
76,2024,2019,2347.142857
4661,57287,2014,2347.148649
4698,57291,2021,2347.6
3724,56984,2021,2348.13198
4524,57253,2017,2348.222222
942,56054,2013,2348.418605
2927,56789,2014,2348.844985
2735,56751,2018,2349.100529
773,55809,2013,2349.333333
7124,58661,2021,2349.411765
7565,59066,2020,2349.587719
8989,63460,2020,2350
4120,57115,2018,2350.917874
1017,56099,2018,2350.943089
1826,56437,2019,2351.025641
4172,57125,2015,2351.511111
7121,58661,2018,2351.764706
1932,56451,2015,2351.7875
1556,56361,2017,2352.065327
5045,57421,2018,2352.088235
5134,57444,2017,2352.478261
1986,56468,2019,2352.568067
6439,58020,2021,2352.916667
2033,56485,2016,2352.973093
655,55740,2015,2353.58
6706,58141,2017,2353.625
6397,58004,2019,2353.636364
3851,57044,2021,2354.059701
7089,58614,2020,2354.161875
8146,60145,2017,2354.986241
1588,56371,2019,2355.234609
3262,56858,2019,2355.441907
6122,57889,2013,2355.7
5147,57447,2020,2355.758197
571,55566,2021,2355.789474
2474,56635,2017,2355.833333
4234,57139,2017,2356.128
2105,56506,2018,2356.413793
2423,56622,2016,2356.652778
1068,56142,2019,2356.818713
6248,57974,2018,2357.766667
5221,57493,2014,2357.978723
3526,56952,2013,2357.986111
75,2024,2018,2358.035714
1676,56391,2017,2358.491736
6019,57855,2020,2358.75
2160,56555,2013,2358.941799
4905,57354,2018,2359.111111
1423,56308,2014,2359.52381
4390,57195,2013,2360.341406
5065,57427,2018,2360.478261
5756,57756,2016,2360.666667
8581,61356,2021,2361
1824,56437,2017,2361.487179
9012,63687,2021,2361.56
168,7965,2013,2361.666667
6659,58114,2018,2361.960784
939,56052,2020,2362.166667
1536,56359,2017,2362.48
5070,57428,2013,2363
1761,56416,2014,2363.057971
4082,57110,2020,2363.127451
6785,58233,2021,2363.166667
1566,56362,2017,2363.253333
2802,56765,2015,2363.63125
1766,56416,2019,2363.942029
3456,56934,2013,2364.47619
4413,57199,2016,2364.987654
6725,58155,2017,2364.989919
5902,57813,2013,2365.2
2114,56536,2017,2365.277778
6732,58162,2014,2365.457516
3733,56985,2020,2365.515152
8528,61106,2021,2366.057037
952,56075,2013,2366.444444
4677,57289,2020,2366.666667
7861,59491,2017,2367
4794,57319,2017,2367.16
361,50820,2020,2367.333333
7027,58511,2018,2367.368421
3668,56975,2015,2368.030303
938,56052,2019,2368.233333
7023,58511,2014,2368.421053
3461,56934,2018,2368.47619
3656,56974,2013,2368.787879
3061,56810,2018,2369.279176
5351,57568,2018,2369.328063
2042,56487,2015,2369.470588
1326,56295,2017,2369.56
2731,56751,2014,2369.62963
846,55986,2017,2370.015152
4857,57333,2020,2370.054726
2507,56638,2020,2370.446533
8798,62112,2020,2371
8075,60015,2016,2371.333333
4282,57159,2015,2371.704805
907,56010,2018,2371.918367
2510,56640,2013,2372.273333
4598,57274,2021,2372.65
2424,56622,2017,2373.652778
7839,59448,2020,2373.666667
1295,56290,2016,2373.670807
3531,56952,2018,2373.875
2377,56617,2020,2374.029197
5833,57774,2014,2374.516667
3148,56836,2015,2374.6
6319,57984,2021,2374.880952
3171,56838,2018,2374.9
357,50820,2016,2375
5146,57447,2019,2375.204918
3949,57087,2017,2375.533333
4271,57156,2014,2375.75
179,7966,2014,2376.086957
6710,58141,2021,2376.645833
2447,56630,2020,2376.76
724,55795,2014,2376.935897
6398,58004,2020,2377.111111
4667,57287,2020,2377.297297
6858,58394,2014,2377.391304
6931,58441,2019,2377.674419
4267,57153,2020,2377.96
1007,56097,2018,2378.112745
4426,57201,2019,2378.179348
5836,57774,2017,2378.2
1975,56466,2018,2378.262108
4110,57113,2018,2378.33
2473,56635,2016,2378.42803
3778,57002,2018,2378.47973
3246,56857,2013,2378.762791
5718,57749,2018,2378.794643
5979,57844,2020,2379.808081
3610,56969,2017,2380.2
3749,56990,2016,2380.25
4100,57112,2018,2380.252525
4071,57109,2019,2380.385578
7037,58548,2019,2381
4231,57139,2014,2381.248
2633,56666,2016,2381.904255
5527,57635,2017,2381.96
6144,57913,2020,2382.461538
978,56092,2019,2383.037037
4220,57137,2013,2383.095238
1710,56395,2021,2383.54
7160,58686,2021,2383.705882
1359,56299,2020,2383.708333
1453,56322,2014,2383.837124
604,55581,2014,2383.895683
3467,56935,2014,2385.026455
988,56093,2019,2385.125
8505,61066,2019,2385.263158
7103,58630,2020,2385.294118
3120,56829,2017,2385.30303
1415,56307,2016,2385.791667
4410,57199,2013,2385.895062
4119,57115,2017,2386.202899
4795,57319,2018,2386.4
4252,57152,2015,2386.501517
4900,57354,2013,2386.666667
883,56001,2014,2386.728682
3612,56969,2019,2386.8
6872,58395,2020,2386.866667
1996,56470,2019,2386.884615
3536,56953,2013,2386.919643
5720,57749,2020,2387.5
1372,56301,2013,2387.767442
8388,60743,2018,2387.976188
3758,56991,2015,2388.039216
7833,59448,2014,2388.333333
2018,56483,2021,2388.93
6392,58004,2014,2389.151515
3539,56953,2016,2389.276786
5688,57741,2018,2389.285714
1225,56251,2016,2389.680912
743,55803,2013,2390
