Plant Id,"Reported
Prime Mover",Plant State,Census Region,NERC Region,"Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",Plant Code,Sector Name,Utility Name,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Number of Turbines,turbine_capacity (KW),hub_height (m),rotor_diameter (m),rotor_swept area (m2),max_height (m),xlong,ylat,plant_id_x,operation_years_x,CAGR_netgen,plant_id_y,operation_years_y,CACR,plant_id,operation_years,CACR_uptime,uptime,efficiency,avg_tgen,avg_fuel,avg_tcap
59222,WT,ME,NEW,NPCC,1212936,137148.0,59222,IPP Non-CHP,Southern Power Co,42.9,39.9,39.9,13,3300.0,84.0,112.0,9852.03,139.9,-68.350975,45.13197453846154,59222,6,-0.01778151,59222,6,-0.6789444264659994,59222,6,-1.456975015,3196.923076923077,0.11307109361087476,10549.846153846154,93302.76923076923,3.3
59234,WT,OK,WSC,MRO,3201468,361993.0,59234,IPP Non-CHP,Arbuckle Mountain Wind Farm LLC,100.0,100.0,100.0,50,2000.0,80.0,110.0,9503.32,135.0,-97.17446172,34.38900292,59234,7,-1.880071471,59234,7,-0.6115001821406341,59234,7,-1.880071471,3619.93,0.11307094120572188,7239.86,64029.36,2.0
59236,WT,CA,PACC,WECC,2446410,276618.0,59236,IPP Non-CHP,Rising Tree Wind Farm III LLC,99.0,99.0,99.0,30,3300.0,84.0,112.0,9852.03,139.9,-118.24824086666668,35.05874993333334,59236,7,-2.462368038,59236,7,-0.6114946756640927,59236,7,-2.462368039,2794.121212121212,0.11307098973598048,9220.6,81547.0,3.3
59238,WT,TX,WSC,TRE,1890583,213770.0,59238,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",67.6,67.6,67.6,28,2300.0,80.0,108.0,9160.88,134.1,-98.500379,33.50107257142857,59238,8,0.01337265,59238,8,-0.6518087140682916,59238,8,0.01337265,3162.278106508876,0.1130709416090169,7634.642857142857,67520.82142857143,2.414285714285714
59244,WT,TX,WSC,MRO,2962653,334990.0,59244,IPP Non-CHP,"Lorenzo Wind, LLC",80.0,80.0,80.0,29,2226.875,80.0,114.375,10288.81625,137.2625,-101.4787368125,33.74150115625,59244,4,-2.40866287,59244,4,-0.1716779009009905,59244,4,-2.40866287,4187.375,0.11307095363513715,11551.379310344828,102160.44827586207,2.7586206896551726
59245,WT,TX,WSC,TRE,5210557,589163.0,59245,IPP Non-CHP,Fluvanna Wind Energy LLC,155.4,155.4,155.4,74,2100.0,80.0,114.0,10207.03,136.9,-101.11538848648648,32.88555586486486,59245,5,-0.502274408,59245,5,-0.5778199556130015,59245,5,-0.502274407,3791.267696267696,0.1130710210060076,7961.6621621621625,70412.93243243243,2.1
59247,WT,TX,WSC,MRO,18191428,2056923.0,59247,IPP Non-CHP,Southwestern Public Service Co,478.0,478.0,478.0,239,2000.0,92.65271966527196,115.42259414225941,10465.830460251045,150.4543933054393,-101.65079569037657,33.95008827196653,59247,3,-0.644064191,59247,3,0.2919147012048873,59247,3,-0.644064199,4303.186192468619,0.11307100245236383,8606.372384937238,76114.76150627615,2.0
59284,WT,OK,WSC,MRO,7083814,800974.0,59284,IPP Non-CHP,Mammoth Plains Wind Project,199.0,199.0,199.0,117,1700.0,80.0,100.0,7853.98,130.1,-98.69177532478632,35.978202940170945,59284,8,0.059264687,59284,8,-0.6518170207530427,59284,8,0.059264689,4024.994974874372,0.11307100948726209,6845.931623931624,60545.418803418805,1.7008547008547008
59292,WT,NE,WNC,MRO,9934429,1123296.0,59292,IPP Non-CHP,"Rattlesnake Creek Wind Project, LLC",318.1,318.1,318.1,101,3150.0,87.5,125.0,12271.85,150.0,-96.82280773267325,42.3790725940594,59292,3,-3.458242115,59292,3,0.2919112422096859,59292,3,-3.458242116,3531.2668972021374,0.11307101797194383,11121.742574257425,98360.68316831683,3.1495049504950496
59296,WT,OH,ENC,RFC,2302348,260329.0,59296,IPP Non-CHP,"Northwest Ohio Wind, LLC",105.0,100.0,100.0,42,2500.0,90.0,116.0,10568.32,148.1,-84.58561214285714,41.04357592857143,59296,4,-6.064604919,59296,4,-0.1717249692191891,59296,4,-6.064604913,2479.3238095238094,0.1130710909037209,6198.309523809524,54817.80952380953,2.5
59301,WT,RI,NEW,NPCC,21807,2466.0,59301,IPP Non-CHP,"WED Coventry One, LLC",1.5,1.5,1.5,1,1500.0,85.0,82.3,5319.73,126.2,-71.707817,41.675499,59301,6,-2.681608093,59301,6,-0.6799401858032961,59301,6,-2.681608089,1644.0,0.1130829550144449,2466.0,21807.0,1.5
59302,WT,RI,NEW,NPCC,81267,9189.0,59302,IPP Non-CHP,"WED Coventry Two, LLC",4.5,4.5,4.5,3,1500.0,85.0,82.3,5319.73,126.2,-71.70442233333334,41.669746333333336,59302,6,-0.680204723,59302,6,-0.6787217551270985,59302,6,-0.680204724,2042.0,0.11307172653106427,3063.0,27089.0,1.5
59305,WT,RI,NEW,NPCC,27212,3077.0,59305,IPP Non-CHP,"WED Coventry Three, LLC",1.5,1.5,1.5,1,1500.0,85.0,82.3,5319.73,126.2,-71.721161,41.695499,59305,6,-1.544257833,59305,6,-0.6793406736219643,59305,6,-1.544257833,2051.3333333333335,0.11307511392032926,3077.0,27212.0,1.5
59306,WT,RI,NEW,NPCC,21942,2481.0,59306,IPP Non-CHP,"WED Coventry Four, LLC",1.5,1.5,1.5,1,1500.0,85.0,82.3,5319.73,126.2,-71.729477,41.686527,59306,6,-1.450224768,59306,6,-0.6777171807004545,59306,6,-1.450224764,1654.0,0.11307082307902652,2481.0,21942.0,1.5
59311,WT,OK,WSC,MRO,6986805,790005.0,59311,IPP Non-CHP,NextEra Energy Seiling Wind,199.0,199.0,199.0,117,1700.0,80.0,100.0,7853.98,130.1,-98.99346985470086,36.10693735897436,59311,8,0.723124461,59311,8,-0.651817092646001,59311,8,0.723124462,3969.8743718592964,0.11307099597026109,6752.179487179487,59716.282051282054,1.7008547008547008
59312,WT,OK,WSC,MRO,3400942,384548.0,59312,IPP Non-CHP,NextEra Energy Seiling Wind,98.6,98.6,98.6,58,1700.0,80.0,100.0,7853.98,130.1,-98.97953986440677,36.14897428813559,59312,8,0.429794408,59312,8,-0.6518180303390575,59312,8,0.42979441,3900.081135902637,0.11307102561584408,6630.137931034483,58636.93103448276,1.7
59313,WT,RI,NEW,NPCC,26258,2969.0,59313,IPP Non-CHP,"WED Coventry Five, LLC",1.5,1.5,1.5,1,1500.0,85.0,82.3,5319.73,126.2,-71.699883,41.659916,59313,5,-0.050458346,59313,5,-0.5772663558419544,59313,5,-0.050458346,1979.3333333333333,0.11307030238403534,2969.0,26258.0,1.5
59314,WT,RI,NEW,NPCC,71988,8140.0,59314,IPP Non-CHP,"WED Coventry Six, LLC",4.5,4.5,4.5,3,1500.0,85.0,82.3,5319.73,126.2,-71.70453400000001,41.66881166666666,59314,6,-0.664670746,59314,6,-0.6800263316451671,59314,6,-0.664670743,1808.888888888889,0.11307440128910375,2713.3333333333335,23996.0,1.5
59320,WT,TX,WSC,TRE,5403286,610955.0,59320,IPP Non-CHP,"Los Vientos Windpower III, LLC",200.0,200.0,200.0,100,2000.0,95.0,110.0,9503.32,150.0,-98.59040009,26.482099830000003,59320,7,-0.634618756,59320,7,-0.6114981531492925,59320,7,-0.634618756,3054.775,0.11307100901192349,6109.55,54032.86,2.0
59321,WT,TX,WSC,TRE,5560258,628704.0,59321,IPP Non-CHP,"Los Vientos Windpower IV, LLC",200.0,200.0,200.0,100,2000.0,95.0,110.0,9503.32,150.0,-98.68619505000001,26.56993258,59321,6,-3.142751197,59321,6,-0.6789592818540524,59321,6,-3.142751197,3143.52,0.11307101217245674,6287.04,55602.58,2.0
59328,WT,CA,PACC,WECC,39144,4426.0,59328,Commercial Non-CHP,"Foundation HA Energy Generation, LLC",1.0,1.0,1.0,1,1675.0,82.5,82.25,5313.32,123.6,-93.919109,37.141544499999995,59328,8,3.288362671,59328,8,-0.6529632903084281,59328,8,3.288362671,4426.0,0.11306969139587165,4426.0,39144.0,1.0
59329,WT,CA,PACC,WECC,36934,4176.0,59329,IPP Non-CHP,"Foundation HA Energy Generation, LLC",1.0,1.0,1.0,1,1850.0,80.0,82.5,5345.62,121.3,-121.340164,36.42094,59329,8,5.182226704,59329,8,-0.649829906738808,59329,8,5.182226704,4176.0,0.11306655114528619,4176.0,36934.0,1.0
59330,WT,CA,PACC,WECC,35819,4050.0,59330,IPP Non-CHP,"Foundation HA Energy Generation, LLC",1.0,1.0,1.0,1,1850.0,80.0,82.5,5345.62,121.3,-121.451797,36.50515,59330,8,7.507282769,59330,8,-0.6524045687891333,59330,8,7.507282769,4050.0,0.11306848320723638,4050.0,35819.0,1.0
59331,WT,CA,PACC,WECC,40144,4539.0,59331,Industrial Non-CHP,"Foundation HA Energy Generation, LLC",1.6,1.6,1.6,1,1675.0,72.5,79.75,5001.125,112.44999999999999,-122.090683,38.2329005,59331,8,9.125932354,59331,8,-0.6466857502808843,59331,8,9.125932354,2836.875,0.11306795536070148,4539.0,40144.0,1.6
59332,WT,TX,WSC,TRE,5550371,627586.0,59332,IPP Non-CHP,"Mesquite Creek Wind, LLC",211.2,211.2,211.2,118,1790.0,80.0,100.0,7853.98,130.1,-101.7478275,32.715948483050845,59332,7,-2.44020053,59332,7,-0.6114999517177311,59332,7,-2.440200531,2971.5246212121215,0.11307100011873081,5318.525423728814,47037.042372881355,1.7898305084745763
59384,WT,TX,WSC,TRE,6674513,754694.0,59384,IPP Non-CHP,"Evergreen Wind, LLC",200.0,200.0,200.0,100,2000.0,80.0,100.0,7853.98,130.1,-101.34577518,34.101063180000004,59384,7,-1.339577889,59384,7,-0.6115003529013174,59384,7,-1.339577889,3773.47,0.11307102106176135,7546.94,66745.13,2.0
59417,WT,TX,WSC,MRO,216093,24434.0,59417,IPP Non-CHP,Pleasant Hill Wind Energy LLC,20.0,20.0,20.0,11,1800.0,80.0,97.9090909090909,7544.748181818181,129.0090909090909,-101.4547680909091,33.74534409090909,59417,7,-17.48570814,59417,7,-0.6116144910180088,59417,7,-17.48570814,1221.7,0.11307168672747382,2221.2727272727275,19644.81818181818,1.8181818181818181
59435,WT,SD,WNC,MRO,635160,71818.0,59435,IPP Non-CHP,Consolidated Edison Development Inc.,19.5,19.5,19.5,11,1850.0,80.0,87.0,5944.68,123.4,-97.74620609090908,44.94311290909091,59435,7,-1.035858152,59435,7,-0.6114659453506865,59435,7,-1.03585815,3682.974358974359,0.11307072233767869,6528.909090909091,57741.818181818184,1.7727272727272727
59442,WT,TX,WSC,TRE,5751970,650381.0,59442,IPP Non-CHP,Pattern Operators LP,200.1,200.1,200.1,87,2300.0,80.0,108.0,9160.88,134.1,-98.69413706896552,31.817490839080456,59442,7,-1.437952698,59442,7,-0.6114998523415793,59442,7,-1.437952697,3250.2798600699653,0.11307100002260095,7475.64367816092,66114.59770114943,2.3
59448,WT,WI,ENC,RFC,60767,6871.0,59448,Industrial CHP,"S.C. Johnson & Son, Inc.",3.0,3.0,3.0,2,1500.0,85.0,82.3,5319.73,126.2,-87.887989,42.712164,59448,8,-1.160491195,59448,8,-0.651831240409706,59448,8,-1.160491195,2290.3333333333335,0.11307123932397518,3435.5,30383.5,1.5
59460,WT,OK,WSC,MRO,8457632,956313.0,59460,IPP Non-CHP,Southern Power Co,299.0,299.0,299.0,130,2300.0,80.0,108.0,9160.88,134.1,-97.17587857692307,36.946116207692306,59460,7,-1.627096854,59460,7,-0.6114995002782564,59460,7,-1.627096854,3198.371237458194,0.11307101089288349,7356.253846153846,65058.70769230769,2.3
59475,WT,TX,WSC,MRO,9098512,1028778.0,59475,IPP Non-CHP,Palo Duro Wind,249.9,249.9,249.9,147,1700.0,80.0,100.0,7853.979999999999,130.1,-101.03028548979593,36.42180519727891,59475,8,-0.005858561,59475,8,-0.6518175805117266,59475,8,-0.005858563,4116.758703481392,0.11307101644752461,6998.489795918367,61894.639455782315,1.7
59490,WT,OR,PACC,WECC,268256,30332.0,59490,IPP Non-CHP,Jett Creek,10.0,10.0,10.0,5,2000.0,80.0,116.0,10568.32,138.1,-117.2682754,44.425554,59490,5,0.725074327,59490,5,-0.5777894034645681,59490,5,0.725074327,3033.2,0.11307109626625313,6066.4,53651.2,2.0
59491,WT,OR,PACC,WECC,294135,33258.0,59491,IPP Non-CHP,Benson Creek,10.0,10.0,10.0,5,2000.0,80.0,116.0,10568.32,138.1,-117.2741058,44.4184318,59491,5,1.8439492,59491,5,-0.5777818328293605,59491,5,1.8439492,3325.8,0.1130705288387985,6651.6,58827.0,2.0
59492,WT,OR,PACC,WECC,258652,29246.0,59492,IPP Non-CHP,Durbin Creek,10.0,10.0,10.0,5,2000.0,80.0,116.0,10568.32,138.1,-117.32116260000001,44.3527526,59492,5,1.183961027,59492,5,-0.5776877234590305,59492,5,1.183961027,2924.6,0.11307084422312605,5849.2,51730.4,2.0
59493,WT,OR,PACC,WECC,273553,30931.0,59493,IPP Non-CHP,Prospector,10.0,10.0,10.0,5,2000.0,80.0,116.0,10568.32,138.1,-117.25739300000001,44.4169648,59493,5,2.045975891,59493,5,-0.5778025288315058,59493,5,2.045975891,3093.1,0.11307132438686471,6186.2,54710.6,2.0
59494,WT,OR,PACC,WECC,294946,33350.0,59494,IPP Non-CHP,Willow Spring,10.0,10.0,10.0,5,2000.0,80.0,116.0,10568.32,138.1,-117.27245640000001,44.3817026,59494,5,1.092940622,59494,5,-0.5779369174725435,59494,5,1.092940622,3335.0,0.1130715452998176,6670.0,58989.2,2.0
59547,WT,IN,ENC,RFC,3502128,395989.0,59547,IPP Non-CHP,Pattern Operators LP,150.0,150.0,150.0,65,2300.0,80.0,108.0,9160.88,134.1,-87.37770198461538,40.63700964615385,59547,6,-2.906284611,59547,6,-0.6789374778230717,59547,6,-2.906284608,2639.9266666666667,0.11307096713769457,6092.138461538461,53878.89230769231,2.3076923076923075
59621,WT,TX,WSC,TRE,8734936,987668.0,59621,IPP Non-CHP,"TX Jumbo Road Wind, LLC",299.7,299.7,299.7,162,1850.0,80.0,87.0,5944.68,123.40061728395062,-102.24931347530864,34.712265246913574,59621,7,-0.103622328,59621,7,-0.6115008987542803,59621,7,-0.103622327,3295.5221888555225,0.11307100590090186,6096.716049382716,53919.358024691355,1.8499999999999999
59622,WT,MA,NEW,NPCC,109797,12415.0,59622,IPP Non-CHP,Consolidated Edison Solutions Inc,8.0,7.9,7.9,4,2000.0,100.0,97.0,7389.81,148.4,-70.61756325,41.7760755,59622,6,-4.011135755,59622,6,-0.6792038614909623,59622,6,-4.011135755,1551.875,0.11307230616501361,3103.75,27449.25,2.0
59629,WT,NY,MAT,NPCC,1770261,200165.0,59629,IPP Non-CHP,Jericho Rise Wind Farm LLC,77.7,77.7,77.7,37,2100.0,93.0,114.0,10207.03,150.0,-74.09657116216216,44.883082513513514,59629,6,-3.985135661,59629,6,-0.6789387219019782,59629,6,-3.985135662,2576.126126126126,0.113070897455234,5409.864864864865,47844.89189189189,2.1
59637,WT,IA,WNC,MRO,3468369,392172.0,59637,Electric Utility,MidAmerican Energy Co,154.3,154.3,154.3,122,2410.6875,82.1875,108.0,9160.88,136.275,-94.6747481875,40.92077409375,59637,7,-3.443748981,59637,7,-0.6114974528219963,59637,7,-3.443748981,2541.6202203499674,0.1130710140703022,3214.5245901639346,28429.254098360656,1.2647540983606558
59639,WT,MA,NEW,NPCC,478,54.0,59639,Industrial Non-CHP,"631-56 Airport Owner, LLC",2.0,2.0,2.0,1,2000.0,80.0,93.0,6792.91,126.5,-71.116997,41.74609,59639,8,-43.10739269,59639,8,-0.6364125480403215,59639,8,-43.10739269,27.0,0.11297071129707113,54.0,478.0,2.0
59654,WT,TX,WSC,TRE,2303961,260511.0,59654,IPP Non-CHP,"Sendero Wind Energy, LLC",78.0,78.0,78.0,39,2000.0,80.0,116.0,10568.32,138.1,-98.91654307692308,27.180016666666663,59654,7,-2.369913859,59654,7,-0.6114909784495581,59654,7,-2.369913862,3339.8846153846152,0.11307092437762618,6679.7692307692305,59075.92307692308,2.0
59655,WT,SD,WNC,MRO,3336487,377260.0,59655,IPP Non-CHP,Consolidated Edison Development Inc.,97.8,97.8,97.8,55,1700.0,80.0,103.0,8332.29,131.4,-100.27516132727273,45.78931663636363,59655,7,-1.322476466,59655,7,-0.6114996322975852,59655,7,-1.322476465,3857.4642126789367,0.11307102350466224,6859.272727272727,60663.4,1.778181818181818
59684,WT,ND,WNC,MRO,5193781,587266.0,59684,IPP Non-CHP,"Enel Green Power NA, Inc.",150.0,150.0,150.0,75,2000.0,80.0,100.0,7853.98,130.1,-102.96785454666666,48.526087733333334,59684,5,1.21907843,59684,5,-0.5778099208163856,59684,5,1.219078434,3915.1066666666666,0.11307099779524782,7830.213333333333,69250.41333333333,2.0
59692,WT,RI,NEW,NPCC,61076,6906.0,59692,Commercial Non-CHP,Narragansett Bay Commission,4.5,4.5,4.5,3,1500.0,70.0,82.0,5281.02,110.90000000000002,-71.38906633333333,41.79422366666667,59692,8,-0.190912997,59692,8,-0.6523638069302007,59692,8,-0.19091299,1534.6666666666667,0.11307223786757482,2302.0,20358.666666666668,1.5
59712,WT,TX,WSC,TRE,1772037,200366.0,59712,IPP Non-CHP,"Acciona Energy USA Global, LLC",95.3,95.3,95.3,31,3000.0,87.5,125.0,12271.85,150.0,-97.36886216129032,26.111246387096774,59712,5,-11.61665598,59712,5,-0.5778262107829613,59712,5,-11.61665598,2102.476390346275,0.11307100246778143,6463.419354838709,57162.48387096774,3.074193548387097
59724,WT,MA,NEW,NPCC,25984,2938.0,59724,IPP Non-CHP,Scituate Wind LLC,1.5,1.5,1.5,1,1500.0,80.0,82.0,5281.02,121.0,-70.7285,42.175091,59724,7,-2.902813344,59724,7,-0.6107903824451366,59724,7,-2.902813339,1958.6666666666667,0.11306958128078817,2938.0,25984.0,1.5
59725,WT,MA,NEW,NPCC,42133,4764.0,59725,IPP Non-CHP,Fairhaven Wind LLC,3.0,3.0,3.0,2,1500.0,80.0,82.0,5281.02,121.0,-70.872799,41.6381415,59725,7,-1.543359999,59725,7,-0.611228199765701,59725,7,-1.543359996,1588.0,0.11307051479837657,2382.0,21066.5,1.5
59732,WT,TX,WSC,TRE,3539748,400243.0,59732,IPP Non-CHP,"Green Pastures Wind I, LLC",150.0,150.0,150.0,50,3000.0,92.0,116.0,10568.32,150.0,-99.39286254000001,33.644481479999996,59732,7,-2.081248781,59732,7,-0.6114791663918151,59732,7,-2.081248777,2668.286666666667,0.11307104347541125,8004.86,70794.96,3.0
59733,WT,TX,WSC,TRE,3804954,430230.0,59733,IPP Non-CHP,"Green Pastures Wind II, LLC",150.0,150.0,150.0,50,3000.0,92.0,116.0,10568.32,150.0,-99.51820617999999,33.652956679999996,59733,7,-0.164656005,59733,7,-0.6114036098921583,59733,7,-0.164656005,2868.2,0.11307101215941112,8604.6,76099.08,3.0
59734,WT,TX,WSC,TRE,2579779,291698.0,59734,IPP Non-CHP,Capital Dynamics,150.0,150.0,150.0,81,1850.0,80.0,87.0,5944.68,123.39999999999999,-101.31016707407407,34.37560908641975,59734,7,-7.987977542,59734,7,-0.611492027418159,59734,7,-7.987977547,1944.6533333333334,0.1130709258428726,3601.2098765432097,31849.123456790123,1.8518518518518519
59735,WT,IA,WNC,MRO,14009,1584.0,59735,IPP Non-CHP,Kirkwood Community College,2.5,0.7,2.3,4,2500.0,80.0,96.0,7238.23,128.0,-91.650894,41.916592,59735,7,-9.696634405,59735,7,-0.6111639648240574,59735,7,-9.696634405,633.6,0.11307016917695767,396.0,3502.25,0.625
59776,WT,IL,ENC,SERC,41151,4653.0,59776,Commercial Non-CHP,Heartland Community College,1.7,1.7,1.7,1,1650.0,80.0,82.0,5281.02,121.0,-89.018791,40.536694,59776,8,-1.523784179,59776,8,-0.6516489265759207,59776,8,-1.523784177,2737.0588235294117,0.11307137129109864,4653.0,41151.0,1.7
59837,WT,KS,WNC,MRO,5436018,614656.0,59837,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",150.0,150.0,150.0,75,2000.0,80.0,110.0,9503.32,135.0,-97.29491285333333,37.123065266666664,59837,7,-0.323242092,59837,7,-0.6114962261944634,59837,7,-0.323242092,4097.706666666667,0.11307100160448329,8195.413333333334,72480.24,2.0
59838,WT,NM,MTN,MRO,1708759,193211.0,59838,IPP Non-CHP,"EDF Renewable Asset Holdings, Inc.",50.0,50.0,50.0,25,1986.0,80.0,100.0,7853.98,130.1,-103.36381768,33.90093456,59838,6,-1.858569941,59838,6,-0.6789426206327609,59838,6,-1.858569941,3864.22,0.1130709479803764,7728.44,68350.36,2.0
59888,WT,KS,WNC,MRO,5495256,621354.0,59888,IPP Non-CHP,CP Bloom Wind LLC,178.2,178.2,178.2,54,3300.0,91.5,117.0,10751.32,150.0,-99.95550337037037,37.48988940740741,59888,5,-3.32508742,59888,5,-0.5778093772374593,59888,5,-3.32508742,3486.835016835017,0.11307098340823431,11506.555555555555,101764.0,3.3
59903,WT,ND,WNC,MRO,3658604,413682.0,59903,IPP Non-CHP,Meadowlark Wind I LLC,100.0,100.0,100.0,29,3450.0,87.0,126.0,12468.98,150.0,-100.92564089655173,47.87395896551725,59903,4,2.476695442,59903,4,-0.1716866981272269,59903,4,2.476695442,4136.82,0.11307099647843823,14264.896551724138,126158.75862068965,3.4482758620689653
59943,WT,TX,WSC,TRE,6064641,685735.0,59943,IPP Non-CHP,SunEdison LLC,207.2,207.2,207.2,118,1790.0,80.0,100.0,7853.98,130.1,-101.44557566949152,31.723092966101696,59943,7,-4.14470376,59943,7,-0.6114990449514357,59943,7,-4.14470376,3309.5318532818533,0.11307099628815621,5811.313559322034,51395.26271186441,1.7559322033898304
59953,WT,NH,NEW,NPCC,690309,78054.0,59953,IPP Non-CHP,Antrim Wind Energy LLC,28.8,28.8,28.8,9,3200.0,91.05555555555556,113.0,10028.75,147.54444444444445,-72.01621666666666,43.055370777777775,59953,3,-1.360505152,59953,3,0.2919024773981649,59953,3,-1.360505156,2710.2083333333335,0.11307110294085693,8672.666666666666,76701.0,3.2
59965,WT,UT,MTN,WECC,1421505,160731.0,59965,IPP Non-CHP,AES Distributed Energy,62.1,62.1,62.1,27,2300.0,80.0,116.0,10568.32,138.1,-109.38500400000001,37.894069555555554,59965,6,0.897815871,59965,6,-0.6789522676370341,59965,6,0.897815874,2588.2608695652175,0.11307100572984266,5953.0,52648.333333333336,2.3000000000000003
59968,WT,NC,SAT,SERC,4467670,505164.0,59968,IPP Non-CHP,Avangrid Renewables LLC,208.0,208.0,208.0,104,2000.0,93.0,114.0,10207.03,150.0,-76.419514375,36.31688135576923,59968,6,1.421424141,59968,6,-0.678945274506837,59968,6,1.421424142,2428.673076923077,0.11307101912182413,4857.346153846154,42958.36538461538,2.0
59972,WT,TX,WSC,TRE,5275447,596500.0,59972,IPP Non-CHP,"Bearkat Wind Energy 1, LLC",196.7,196.7,196.7,57,3450.0,87.0,126.0,12468.98,150.0,-101.59474756140351,31.765152368421052,59972,4,-7.503764336,59972,4,-0.1716834488030838,59972,4,-7.50376434,3032.536858159634,0.11307098715995062,10464.912280701754,92551.70175438597,3.450877192982456
59974,WT,CO,MTN,WECC,7213148,815598.0,59974,IPP Non-CHP,"Golden West Power Partners, LLC",250.0,250.0,250.0,140,1700.0,80.0,103.0,8332.29,131.4,-104.22943111724138,38.997588296551726,59974,7,-0.736851543,59974,7,-0.6115033558236949,59974,7,-0.736851543,3262.392,0.11307101975448168,5825.7,51522.485714285714,1.7857142857142858
59975,WT,CO,MTN,WECC,5360534,606121.0,59975,IPP Non-CHP,"Carousel Wind Farm, LLC",150.0,150.0,150.0,88,1700.0,80.0,100.0,7853.9800000000005,130.1,-102.14291727586206,39.36857622988506,59975,7,0.745696705,59975,7,-0.6115021299149315,59975,7,0.745696706,4040.806666666667,0.11307101120895792,6887.738636363636,60915.15909090909,1.7045454545454546
60013,WT,OK,WSC,MRO,4926142,557004.0,60013,IPP Non-CHP,Southern Power Co,151.8,150.0,150.0,66,2300.0,80.0,108.0,9160.88,134.1,-97.67576887878788,36.922954363636364,60013,6,5.825337907,60013,6,-0.6789656910504371,60013,6,5.825337907,3669.3280632411065,0.11307104017707975,8439.454545454546,74638.51515151515,2.3000000000000003
60015,WT,OH,ENC,RFC,65445,7400.0,60015,Industrial Non-CHP,Findlay Wind Farm,3.0,3.0,3.0,2,1500.0,80.0,87.0,5944.68,123.4,-83.643955,41.1004775,60015,6,-2.400710147,60015,6,-0.6787589952089612,60015,6,-2.400710143,2466.6666666666665,0.11307204522881809,3700.0,32722.5,1.5
60049,WT,CA,PACC,WECC,2460117,278168.0,60049,IPP Non-CHP,"Golden Hills Wind, LLC",85.9,85.9,85.9,48,1700.0,80.0,100.0,7853.98,130.1,-121.63258710416666,37.715633958333335,60049,7,-0.270810443,60049,7,-0.6115062484382539,60049,7,-0.270810443,3238.277066356228,0.11307104499501447,5795.166666666667,51252.4375,1.7895833333333335
60059,WT,TX,WSC,TRE,2862724,323691.0,60059,IPP Non-CHP,"Los Vientos Windpower V, LLC",110.0,110.0,110.0,55,2000.0,95.0,110.0,9503.32,150.0,-98.57241381818181,26.39879970909091,60059,7,-2.314222495,60059,7,-0.6115033414959892,60059,7,-2.314222492,2942.6454545454544,0.11307097715322888,5885.290909090909,52049.527272727275,2.0
60069,WT,KS,WNC,MRO,7253919,820208.0,60069,IPP Non-CHP,"Cedar Bluff Wind, LLC",198.6,198.6,198.6,111,1790.0,80.0,100.0,7853.98,130.1,-99.73485143243244,38.671292756756756,60069,7,0.113633244,60069,7,-0.6114995713278892,60069,7,0.113633247,4129.94964753273,0.11307101719773821,7389.261261261261,65350.62162162162,1.7891891891891891
60087,WT,TX,WSC,TRE,8545604,966260.0,60087,IPP Non-CHP,Onward Energy,300.0,300.0,300.0,91,3300.0,91.5,117.0,10751.32,150.0,-101.36659695604396,34.20573148351648,60087,6,-2.510376122,60087,6,-0.6789523482790938,60087,6,-2.51037612,3220.866666666667,0.11307100118376653,10618.241758241758,93907.73626373627,3.2967032967032965
60088,WT,ND,WNC,MRO,3555357,402008.0,60088,IPP Non-CHP,Onward Energy,104.0,104.0,104.0,52,2000.0,80.0,100.0,7853.98,130.1,-102.06276832692308,46.82859775,60088,6,-2.505162819,60088,6,-0.6789661136179403,60088,6,-2.505162823,3865.4615384615386,0.11307106431224768,7730.923076923077,68372.25,2.0
60104,WT,TX,WSC,TRE,8201103,927307.0,60104,IPP Non-CHP,"Javelina Wind Energy, LLC",249.7,249.7,249.7,126,1981.6666666666667,92.77777777777777,114.60317460317461,10331.353809523811,150.17936507936506,-98.98859915873015,27.334744301587303,60104,7,0.277485218,60104,7,-0.6115002958022031,60104,7,0.277485217,3713.684421305567,0.11307101008242428,7359.579365079365,65088.119047619046,1.9817460317460316
60126,WT,OH,ENC,RFC,28372,3208.0,60126,Commercial Non-CHP,"OEE XVII, LLC",1.5,1.5,1.5,1,1500.0,80.0,87.0,5944.68,123.4,-83.228584,40.718292,60126,6,-2.623137156,60126,6,-0.6785887848020589,60126,6,-2.623137156,2138.6666666666665,0.11306922317778091,3208.0,28372.0,1.5
60128,WT,OH,ENC,RFC,91456,10341.0,60128,Industrial Non-CHP,"OEE XIX, LLC",4.5,4.5,4.5,3,1500.0,80.0,87.0,5944.68,123.40000000000002,-83.64102733333334,41.09605666666666,60128,6,-2.051041143,60128,6,-0.6787496168943807,60128,6,-2.051041144,2298.0,0.11307076627011896,3447.0,30485.333333333332,1.5
