Plant Id,"Reported
Prime Mover",YEAR,Month,Quantity,Elec_Quantity,MMBtuPer_Unit,Tot_MMBtu,Elec_MMBtu,Netgen,date
56537,WT,2021,June,0,0,0,47209,47209,5338,June 2021
56538,WT,2021,June,0,0,0,2936,2936,332,June 2021
56543,WT,2021,June,0,0,0,11158,11158,1261.695,June 2021
56544,WT,2021,June,0,0,0,16918,16918,1912.927,June 2021
56555,WT,2021,June,0,0,0,42407,42407,4795,June 2021
56560,WT,2021,June,0,0,0,14489,14489,1638.255,June 2021
56561,WT,2021,June,0,0,0,184,184,20.783,June 2021
56562,WT,2021,June,0,0,0,1046,1046,118.287,June 2021
56563,WT,2021,June,0,0,0,404545,404545,45742.257,June 2021
56570,WT,2021,June,0,0,0,12007,12007,1357.594,June 2021
56573,WT,2021,June,0,0,0,95439,95439,10791.407,June 2021
56575,WT,2021,June,0,0,0,51162,51162,5784.929,June 2021
56577,WT,2021,June,0,0,0,3629,3629,410.279,June 2021
56580,WT,2021,June,0,0,0,0,0,0,June 2021
56581,WT,2021,June,0,0,0,0,0,0,June 2021
56586,WT,2021,June,0,0,0,1522,1522,172.052,June 2021
56587,WT,2021,June,0,0,0,1522,1522,172.052,June 2021
56588,WT,2021,June,0,0,0,1522,1522,172.052,June 2021
56589,WT,2021,June,0,0,0,1522,1522,172.052,June 2021
56590,WT,2021,June,0,0,0,1522,1522,172.052,June 2021
56591,WT,2021,June,0,0,0,16240,16240,1836.295,June 2021
56592,WT,2021,June,0,0,0,204522,204522,23125.494,June 2021
56593,WT,2021,June,0,0,0,310663,310663,35127,June 2021
56594,WT,2021,June,0,0,0,66016,66016,7464.507,June 2021
56602,WT,2021,June,0,0,0,1002,1002,113.349,June 2021
56605,WT,2021,June,0,0,0,250917,250917,28371.441,June 2021
56607,WT,2021,June,0,0,0,165503,165503,18713.616,June 2021
56608,WT,2021,June,0,0,0,235729,235729,26654.117,June 2021
56613,WT,2021,June,0,0,0,225690,225690,25519,June 2021
56614,WT,2021,June,0,0,0,261508,261508,29569,June 2021
56617,WT,2021,June,0,0,0,168894,168894,19097,June 2021
56618,WT,2021,June,0,0,0,126313,126313,14282.355,June 2021
56619,WT,2021,June,0,0,0,118416,118416,13389.449,June 2021
56620,WT,2021,June,0,0,0,146437,146437,16557.739,June 2021
56621,WT,2021,June,0,0,0,55150,55150,6235.816,June 2021
56622,WT,2021,June,0,0,0,90395,90395,10221.056,June 2021
56623,WT,2021,June,0,0,0,279352,279352,31586.659,June 2021
56626,WT,2021,June,0,0,0,2896,2896,327.478,June 2021
56630,WT,2021,June,0,0,0,32455,32455,3669.697,June 2021
56633,WT,2021,June,0,0,0,41999,41999,4748.897,June 2021
56634,WT,2021,June,0,0,0,97998,97998,11080.76,June 2021
56635,WT,2021,June,0,0,0,69813,69813,7893.88,June 2021
56636,WT,2021,June,0,0,0,24339,24339,2752,June 2021
56637,WT,2021,June,0,0,0,29689,29689,3357,June 2021
56638,WT,2021,June,0,0,0,210645,210645,23817.897,June 2021
56640,WT,2021,June,0,0,0,212877,212877,24070.25,June 2021
56644,WT,2021,June,0,0,0,146715,146715,16589.203,June 2021
56645,WT,2021,June,0,0,0,208833,208833,23613,June 2021
56647,WT,2021,June,0,0,0,74741,74741,8451,June 2021
56648,WT,2021,June,0,0,0,229997,229997,26005.946,June 2021
56649,WT,2021,June,0,0,0,159297,159297,18011.889,June 2021
56650,WT,2021,June,0,0,0,124019,124019,14023,June 2021
56651,WT,2021,June,0,0,0,58132,58132,6573,June 2021
56654,WT,2021,June,0,0,0,292138,292138,33032.388,June 2021
56659,WT,2021,June,0,0,0,201730,201730,22809.776,June 2021
56661,WT,2021,June,0,0,0,562523,562523,63605,June 2021
56665,WT,2021,June,0,0,0,176767,176767,19987.227,June 2021
56666,WT,2021,June,0,0,0,198081,198081,22397.208,June 2021
56669,WT,2021,June,0,0,0,103829,103829,11740,June 2021
56670,WT,2021,June,0,0,0,13845,13845,1565.477,June 2021
56673,WT,2021,June,0,0,0,117730,117730,13311.809,June 2021
56677,WT,2021,June,0,0,0,139736,139736,15800.104,June 2021
56679,WT,2021,June,0,0,0,213041,213041,24088.766,June 2021
56699,WT,2021,June,0,0,0,28269,28269,3196.39,June 2021
56700,WT,2021,June,0,0,0,47879,47879,5413.775,June 2021
56702,WT,2021,June,0,0,0,268292,268292,30336.073,June 2021
56750,WT,2021,June,0,0,0,101933,101933,11525.715,June 2021
56751,WT,2021,June,0,0,0,32891,32891,3719,June 2021
56752,WT,2021,June,0,0,0,118403,118403,13388,June 2021
56753,WT,2021,June,0,0,0,78933,78933,8925,June 2021
56754,WT,2021,June,0,0,0,252787,252787,28582.906,June 2021
56755,WT,2021,June,0,0,0,29996,29996,3391.7,June 2021
56763,WT,2021,June,0,0,0,1277136,1277136,144407,June 2021
56764,WT,2021,June,0,0,0,32390,32390,3662.406,June 2021
56765,WT,2021,June,0,0,0,182488,182488,20634.081,June 2021
56767,WT,2021,June,0,0,0,97827,97827,11061.345,June 2021
56770,WT,2021,June,0,0,0,91570,91570,10353.961,June 2021
56771,WT,2021,June,0,0,0,137317,137317,15526.538,June 2021
56773,WT,2021,June,0,0,0,266223,266223,30102.137,June 2021
56774,WT,2021,June,0,0,0,228566,228566,25844.177,June 2021
56775,WT,2021,June,0,0,0,139472,139472,15770.186,June 2021
56776,WT,2021,June,0,0,0,304735,304735,34456.716,June 2021
56777,WT,2021,June,0,0,0,756374,756374,85524,June 2021
56779,WT,2021,June,.,.,.,.,.,.,June 2021
56782,WT,2021,June,0,0,0,56213,56213,6356.069,June 2021
56783,WT,2021,June,0,0,0,274981,274981,31092.43,June 2021
56784,WT,2021,June,0,0,0,197380,197380,22318,June 2021
56789,WT,2021,June,0,0,0,182561,182561,20642.314,June 2021
56790,WT,2021,June,0,0,0,180937,180937,20458.773,June 2021
56791,WT,2021,June,0,0,0,151871,151871,17172.241,June 2021
56792,WT,2021,June,0,0,0,49164,49164,5559,June 2021
56793,WT,2021,June,0,0,0,91885,91885,10389.517,June 2021
56794,WT,2021,June,0,0,0,55262,55262,6248.488,June 2021
56795,WT,2021,June,0,0,0,217041,217041,24541,June 2021
56796,WT,2021,June,0,0,0,46125,46125,5215.394,June 2021
56797,WT,2021,June,0,0,0,384900,384900,43521,June 2021
56800,WT,2021,June,0,0,0,1285,1285,145.269,June 2021
56804,WT,2021,June,0,0,0,148860,148860,16831.753,June 2021
56805,WT,2021,June,0,0,0,125767,125767,14220.572,June 2021
56809,WT,2021,June,0,0,0,299137,299137,33823.754,June 2021
56810,WT,2021,June,0,0,0,271243,271243,30669.75,June 2021
56811,WT,2021,June,0,0,0,291954,291954,33011.527,June 2021
56818,WT,2021,June,0,0,0,87384,87384,9880.585,June 2021
56819,WT,2021,June,0,0,0,27524,27524,3112.15,June 2021
56823,WT,2021,June,0,0,0,250281,250281,28299.533,June 2021
56824,WT,2021,June,0,0,0,2731,2731,308.79,June 2021
56825,WT,2021,June,0,0,0,2731,2731,308.79,June 2021
56826,WT,2021,June,0,0,0,2731,2731,308.79,June 2021
56827,WT,2021,June,0,0,0,1365,1365,154.362,June 2021
56828,WT,2021,June,0,0,0,1365,1365,154.362,June 2021
56829,WT,2021,June,0,0,0,249295,249295,28188,June 2021
56831,WT,2021,June,0,0,0,125040,125040,14138.368,June 2021
56835,WT,2021,June,0,0,0,2965,2965,335.257,June 2021
56836,WT,2021,June,0,0,0,5545,5545,627.031,June 2021
56837,WT,2021,June,0,0,0,3728,3728,421.558,June 2021
56838,WT,2021,June,0,0,0,3837,3837,433.866,June 2021
56839,WT,2021,June,0,0,0,4827,4827,545.815,June 2021
56840,WT,2021,June,0,0,0,1365,1365,154.362,June 2021
56841,WT,2021,June,0,0,0,227818,227818,25759.618,June 2021
56842,WT,2021,June,0,0,0,144788,144788,16371.346,June 2021
56843,WT,2021,June,0,0,0,233694,233694,26424.057,June 2021
56854,WT,2021,June,0,0,0,177908,177908,20116.261,June 2021
56855,WT,2021,June,0,0,0,183658,183658,20766.448,June 2021
56856,WT,2021,June,0,0,0,141972,141972,16052.9,June 2021
56857,WT,2021,June,0,0,0,338504,338504,38275,June 2021
56858,WT,2021,June,0,0,0,193806,193806,21913.872,June 2021
56859,WT,2021,June,0,0,0,37677,37677,4260.194,June 2021
56860,WT,2021,June,0,0,0,23541,23541,2661.792,June 2021
56874,WT,2021,June,0,0,0,471824,471824,53349.636,June 2021
56876,WT,2021,June,0,0,0,154171,154171,17432.293,June 2021
56878,WT,2021,June,0,0,0,138177,138177,15623.777,June 2021
56879,WT,2021,June,0,0,0,106699,106699,12064.584,June 2021
56901,WT,2021,June,0,0,0,135586,135586,15330.841,June 2021
56902,WT,2021,June,0,0,0,190155,190155,21500.993,June 2021
56904,WT,2021,June,0,0,0,146266,146266,16538.398,June 2021
56905,WT,2021,June,0,0,0,120760,120760,13654.435,June 2021
56912,WT,2021,June,0,0,0,91765,91765,10375.925,June 2021
56913,WT,2021,June,0,0,0,100220,100220,11332,June 2021
56919,WT,2021,June,0,0,0,299032,299032,33811.829,June 2021
56920,WT,2021,June,0,0,0,344666,344666,38971.738,June 2021
56921,WT,2021,June,0,0,0,266999,266999,30189.839,June 2021
56923,WT,2021,June,0,0,0,290632,290632,32862,June 2021
56924,WT,2021,June,0,0,0,300395,300395,33966,June 2021
56925,WT,2021,June,0,0,0,408248,408248,46161,June 2021
56933,WT,2021,June,0,0,0,18542,18542,2096.603,June 2021
56934,WT,2021,June,0,0,0,12214,12214,1381,June 2021
56935,WT,2021,June,0,0,0,25347,25347,2866,June 2021
56941,WT,2021,June,0,0,0,256435,256435,28995.354,June 2021
56942,WT,2021,June,0,0,0,78729,78729,8902,June 2021
56945,WT,2021,June,0,0,0,251304,251304,28415.215,June 2021
56946,WT,2021,June,0,0,0,13359,13359,1510.523,June 2021
56947,WT,2021,June,0,0,0,93045,93045,10520.636,June 2021
56952,WT,2021,June,0,0,0,143814,143814,16261.166,June 2021
56953,WT,2021,June,0,0,0,185389,185389,20962.078,June 2021
56956,WT,2021,June,0,0,0,157818,157818,17844.592,June 2021
56959,WT,2021,June,0,0,0,19991,19991,2260.348,June 2021
56960,WT,2021,June,0,0,0,34872,34872,3943,June 2021
56961,WT,2021,June,0,0,0,246129,246129,27830,June 2021
56967,WT,2021,June,0,0,0,10383,10383,1174.039,June 2021
56968,WT,2021,June,0,0,0,3217,3217,363.782,June 2021
56969,WT,2021,June,0,0,0,14733,14733,1665.896,June 2021
56970,WT,2021,June,0,0,0,17916,17916,2025.736,June 2021
56971,WT,2021,June,0,0,0,21250,21250,2402.811,June 2021
56972,WT,2021,June,0,0,0,15636,15636,1768.026,June 2021
56973,WT,2021,June,0,0,0,20145,20145,2277.761,June 2021
56974,WT,2021,June,0,0,0,6195,6195,700.426,June 2021
56975,WT,2021,June,0,0,0,13832,13832,1563.949,June 2021
56979,WT,2021,June,0,0,0,345427,345427,39057.819,June 2021
56980,WT,2021,June,0,0,0,64758,64758,7322.272,June 2021
56981,WT,2021,June,0,0,0,418878,418878,47363,June 2021
56983,WT,2021,June,0,0,0,289447,289447,32728.032,June 2021
56984,WT,2021,June,0,0,0,301508,301508,34091.832,June 2021
56985,WT,2021,June,0,0,0,263232,263232,29763.873,June 2021
56989,WT,2021,June,0,0,0,81874,81874,9257.556,June 2021
56990,WT,2021,June,0,0,0,104057,104057,11765.859,June 2021
56991,WT,2021,June,0,0,0,36384,36384,4114.002,June 2021
56994,WT,2021,June,0,0,0,126528,126528,14306.686,June 2021
57002,WT,2021,June,0,0,0,236524,236524,26744,June 2021
57031,WT,2021,June,0,0,0,86921,86921,9828.3,June 2021
57032,WT,2021,June,0,0,0,69285,69285,7834.076,June 2021
57033,WT,2021,June,0,0,0,71633,71633,8099.598,June 2021
57038,WT,2021,June,0,0,0,107559,107559,12161.79,June 2021
57039,WT,2021,June,0,0,0,50055,50055,5659.715,June 2021
57040,WT,2021,June,0,0,0,163018,163018,18432.621,June 2021
57044,WT,2021,June,0,0,0,113845,113845,12872.562,June 2021
57045,WT,2021,June,0,0,0,56011,56011,6333.262,June 2021
57047,WT,2021,June,0,0,0,238638,238638,26983,June 2021
57048,WT,2021,June,0,0,0,223408,223408,25261,June 2021
57049,WT,2021,June,0,0,0,168195,168195,19018,June 2021
57050,WT,2021,June,0,0,0,194188,194188,21957,June 2021
57078,WT,2021,June,0,0,0,51162,51162,5784.929,June 2021
57079,WT,2021,June,0,0,0,337858,337858,38202,June 2021
57080,WT,2021,June,0,0,0,36835,36835,4165,June 2021
57082,WT,2021,June,0,0,0,50216,50216,5678,June 2021
57083,WT,2021,June,0,0,0,66471,66471,7515.939,June 2021
57087,WT,2021,June,0,0,0,26311,26311,2975,June 2021
57090,WT,2021,June,0,0,0,134446,134446,15202,June 2021
57091,WT,2021,June,0,0,0,52976,52976,5990,June 2021
57093,WT,2021,June,0,0,0,7170,7170,810.676,June 2021
57094,WT,2021,June,0,0,0,375145,375145,42418,June 2021
57095,WT,2021,June,0,0,0,193666,193666,21898,June 2021
57096,WT,2021,June,0,0,0,191812,191812,21688.37,June 2021
57097,WT,2021,June,0,0,0,204468,204468,23119.402,June 2021
57098,WT,2021,June,0,0,0,90961,90961,10285,June 2021
57106,WT,2021,June,0,0,0,1272,1272,143.838,June 2021
57107,WT,2021,June,0,0,0,165498,165498,18713,June 2021
57108,WT,2021,June,0,0,0,176008,176008,19901.401,June 2021
57109,WT,2021,June,0,0,0,264087,264087,29860.534,June 2021
57110,WT,2021,June,0,0,0,128788,128788,14562.146,June 2021
57111,WT,2021,June,0,0,0,165515,165515,18714.918,June 2021
57112,WT,2021,June,0,0,0,140308,140308,15864.722,June 2021
57113,WT,2021,June,0,0,0,272136,272136,30770.665,June 2021
57115,WT,2021,June,0,0,0,149331,149331,16884.981,June 2021
57116,WT,2021,June,0,0,0,194984,194984,22047,June 2021
57118,WT,2021,June,0,0,0,8124,8124,918.535,June 2021
57120,WT,2021,June,0,0,0,101576,101576,11485.339,June 2021
57121,WT,2021,June,0,0,0,180815,180815,20444.96,June 2021
57124,WT,2021,June,0,0,0,43793,43793,4951.774,June 2021
57125,WT,2021,June,0,0,0,45936,45936,5194.032,June 2021
57126,WT,2021,June,0,0,0,37851,37851,4279.843,June 2021
57130,WT,2021,June,0,0,0,7676,7676,867.911,June 2021
57131,WT,2021,June,0,0,0,77385,77385,8750.043,June 2021
57135,WT,2021,June,0,0,0,161172,161172,18223.857,June 2021
57136,WT,2021,June,0,0,0,20023,20023,2264,June 2021
57137,WT,2021,June,0,0,0,118406,118406,13388.318,June 2021
57139,WT,2021,June,0,0,0,60144,60144,6800.585,June 2021
57151,WT,2021,June,0,0,0,112328,112328,12701,June 2021
57152,WT,2021,June,0,0,0,180570,180570,20417.217,June 2021
57153,WT,2021,June,0,0,0,258073,258073,29180.605,June 2021
57156,WT,2021,June,0,0,0,158468,158468,17918.144,June 2021
57159,WT,2021,June,0,0,0,471621,471621,53326.62,June 2021
57171,WT,2021,June,0,0,0,28870,28870,3264.39,June 2021
57174,WT,2021,June,0,0,0,228167,228167,25799.125,June 2021
57176,WT,2021,June,0,0,0,2131,2131,241,June 2021
57177,WT,2021,June,0,0,0,107395,107395,12143.296,June 2021
57182,WT,2021,June,0,0,0,2725,2725,308.071,June 2021
57187,WT,2021,June,0,0,0,17778,17778,2010.183,June 2021
57188,WT,2021,June,0,0,0,192319,192319,21745.729,June 2021
57189,WT,2021,June,0,0,0,176394,176394,19945,June 2021
57192,WT,2021,June,0,0,0,282221,282221,31911,June 2021
57194,WT,2021,June,0,0,0,246624,246624,27886,June 2021
57195,WT,2021,June,0,0,0,654208,654208,73972,June 2021
57198,WT,2021,June,0,0,0,182079,182079,20587.828,June 2021
57199,WT,2021,June,0,0,0,193551,193551,21885,June 2021
57201,WT,2021,June,0,0,0,110333,110333,12475.448,June 2021
57210,WT,2021,June,0,0,0,341997,341997,38670,June 2021
57211,WT,2021,June,0,0,0,240269,240269,27167.41,June 2021
57212,WT,2021,June,0,0,0,273899,273899,30970,June 2021
57214,WT,2021,June,0,0,0,3107,3107,351.341,June 2021
57239,WT,2021,June,0,0,0,36128,36128,4085,June 2021
57240,WT,2021,June,0,0,0,9030,9030,1021,June 2021
57244,WT,2021,June,0,0,0,111864,111864,12648.61,June 2021
57248,WT,2021,June,0,0,0,2698,2698,305.065,June 2021
57251,WT,2021,June,0,0,0,18735,18735,2118.404,June 2021
57252,WT,2021,June,0,0,0,19599,19599,2216.102,June 2021
57253,WT,2021,June,0,0,0,4569,4569,516.62,June 2021
57257,WT,2021,June,0,0,0,1309,1309,148,June 2021
57258,WT,2021,June,0,0,0,338,338,38.172,June 2021
57260,WT,2021,June,0,0,0,315502,315502,35674.15,June 2021
57261,WT,2021,June,0,0,0,131243,131243,14839.797,June 2021
57262,WT,2021,June,0,0,0,170617,170617,19291.79,June 2021
57268,WT,2021,June,0,0,0,42431,42431,4797.741,June 2021
57274,WT,2021,June,0,0,0,27911,27911,3155.934,June 2021
57278,WT,2021,June,0,0,0,90825,90825,10269.7,June 2021
57282,WT,2021,June,0,0,0,426066,426066,48175.666,June 2021
57283,WT,2021,June,0,0,0,114913,114913,12993.313,June 2021
57284,WT,2021,June,0,0,0,324035,324035,36638.911,June 2021
57285,WT,2021,June,0,0,0,64899,64899,7338.214,June 2021
57286,WT,2021,June,0,0,0,91736,91736,10372.667,June 2021
57287,WT,2021,June,0,0,0,132477,132477,14979.302,June 2021
57289,WT,2021,June,0,0,0,40959,40959,4631.315,June 2021
57290,WT,2021,June,0,0,0,293215,293215,33154.084,June 2021
57291,WT,2021,June,0,0,0,361490,361490,40874.072,June 2021
57292,WT,2021,June,0,0,0,372629,372629,42133.584,June 2021
57293,WT,2021,June,0,0,0,182543,182543,20640.28,June 2021
57294,WT,2021,June,0,0,0,281525,281525,31832.306,June 2021
57296,WT,2021,June,0,0,0,4001,4001,452.444,June 2021
57299,WT,2021,June,0,0,0,212400,212400,24016.265,June 2021
57300,WT,2021,June,0,0,0,68399,68399,7734,June 2021
57302,WT,2021,June,0,0,0,15431,15431,1744.815,June 2021
57303,WT,2021,June,0,0,0,211314,211314,23893.438,June 2021
57315,WT,2021,June,0,0,0,368096,368096,41621,June 2021
57319,WT,2021,June,0,0,0,80525,80525,9105,June 2021
57320,WT,2021,June,0,0,0,229988,229988,26005,June 2021
57325,WT,2021,June,0,0,0,345517,345517,39068,June 2021
57326,WT,2021,June,0,0,0,102255,102255,11562.047,June 2021
57327,WT,2021,June,0,0,0,173183,173183,19582,June 2021
57332,WT,2021,June,0,0,0,478947,478947,54155,June 2021
57333,WT,2021,June,0,0,0,359344,359344,40631.417,June 2021
57342,WT,2021,June,0,0,0,213868,213868,24182.223,June 2021
57346,WT,2021,June,0,0,0,375684,375684,42479,June 2021
57347,WT,2021,June,0,0,0,195047,195047,22054.111,June 2021
57351,WT,2021,June,0,0,0,6954,6954,786.307,June 2021
57354,WT,2021,June,0,0,0,5835,5835,659.825,June 2021
57357,WT,2021,June,0,0,0,130066,130066,14706.653,June 2021
57358,WT,2021,June,0,0,0,321001,321001,36295.867,June 2021
57374,WT,2021,June,0,0,0,207507,207507,23463,June 2021
57375,WT,2021,June,0,0,0,31318,31318,3541.14,June 2021
57379,WT,2021,June,0,0,0,89395,89395,10108,June 2021
57380,WT,2021,June,0,0,0,49588,49588,5607,June 2021
57385,WT,2021,June,0,0,0,62389,62389,7054.348,June 2021
57386,WT,2021,June,0,0,0,47355,47355,5354.507,June 2021
57387,WT,2021,June,0,0,0,100781,100781,11395.408,June 2021
57396,WT,2021,June,0,0,0,32340,32340,3656.729,June 2021
57414,WT,2021,June,0,0,0,2534,2534,286.513,June 2021
57415,WT,2021,June,0,0,0,349543,349543,39523.228,June 2021
57417,WT,2021,June,0,0,0,73486,73486,8309.174,June 2021
57421,WT,2021,June,0,0,0,149915,149915,16951,June 2021
57424,WT,2021,June,0,0,0,178994,178994,20239,June 2021
57427,WT,2021,June,0,0,0,35564,35564,4021.205,June 2021
57428,WT,2021,June,0,0,0,38609,38609,4365.543,June 2021
57429,WT,2021,June,0,0,0,37533,37533,4243.939,June 2021
57430,WT,2021,June,0,0,0,39264,39264,4439.617,June 2021
57431,WT,2021,June,0,0,0,34081,34081,3853.533,June 2021
57432,WT,2021,June,0,0,0,49088,49088,5550.436,June 2021
57434,WT,2021,June,0,0,0,14472,14472,1636.327,June 2021
57444,WT,2021,June,0,0,0,39675,39675,4486.051,June 2021
57447,WT,2021,June,0,0,0,85468,85468,9664,June 2021
57449,WT,2021,June,0,0,0,458234,458234,51813,June 2021
57459,WT,2021,June,0,0,0,167509,167509,18940.386,June 2021
57463,WT,2021,June,0,0,0,318439,318439,36006.243,June 2021
57468,WT,2021,June,0,0,0,132306,132306,14960,June 2021
57469,WT,2021,June,0,0,0,201316,201316,22763,June 2021
57474,WT,2021,June,0,0,0,11240,11240,1270.939,June 2021
57484,WT,2021,June,0,0,0,568913,568913,64327.622,June 2021
57493,WT,2021,June,0,0,0,193278,193278,21854.174,June 2021
57500,WT,2021,June,0,0,0,197786,197786,22363.864,June 2021
57501,WT,2021,June,0,0,0,604514,604514,68353,June 2021
57514,WT,2021,June,0,0,0,461904,461904,52228,June 2021
57516,WT,2021,June,0,0,0,7041,7041,796.152,June 2021
57520,WT,2021,June,0,0,0,475683,475683,53786,June 2021
57526,WT,2021,June,0,0,0,479115,479115,54174,June 2021
57529,WT,2021,June,0,0,0,87335,87335,9875,June 2021
57530,WT,2021,June,0,0,0,241234,241234,27276.609,June 2021
57531,WT,2021,June,0,0,0,323407,323407,36568,June 2021
57549,WT,2021,June,0,0,0,498607,498607,56378,June 2021
57550,WT,2021,June,0,0,0,491443,491443,55568,June 2021
57553,WT,2021,June,0,0,0,29541,29541,3340.258,June 2021
57568,WT,2021,June,0,0,0,86434,86434,9773.126,June 2021
57570,WT,2021,June,0,0,0,8145,8145,920.914,June 2021
57578,WT,2021,June,0,0,0,24489,24489,2768.976,June 2021
57586,WT,2021,June,0,0,0,326036,326036,36865.246,June 2021
57590,WT,2021,June,0,0,0,211961,211961,23966.685,June 2021
57593,WT,2021,June,0,0,0,157892,157892,17852.979,June 2021
57594,WT,2021,June,0,0,0,2044,2044,231.102,June 2021
57595,WT,2021,June,0,0,0,18,18,2,June 2021
57609,WT,2021,June,0,0,0,141104,141104,15954.808,June 2021
57613,WT,2021,June,0,0,0,2408,2408,272.276,June 2021
57614,WT,2021,June,0,0,0,425284,425284,48087.292,June 2021
57616,WT,2021,June,0,0,0,206615,206615,23362.133,June 2021
57617,WT,2021,June,0,0,0,481671,481671,54463,June 2021
57620,WT,2021,June,0,0,0,199291,199291,22534,June 2021
57621,WT,2021,June,0,0,0,253410,253410,28653.288,June 2021
57623,WT,2021,June,0,0,0,390578,390578,44163,June 2021
57626,WT,2021,June,0,0,0,3088,3088,349.149,June 2021
57628,WT,2021,June,0,0,0,211133,211133,23873,June 2021
57631,WT,2021,June,0,0,0,2617,2617,295.886,June 2021
57632,WT,2021,June,0,0,0,2414,2414,272.934,June 2021
57635,WT,2021,June,0,0,0,81950,81950,9266.168,June 2021
57637,WT,2021,June,0,0,0,0,0,0,June 2021
57638,WT,2021,June,0,0,0,0,0,0,June 2021
57639,WT,2021,June,0,0,0,352823,352823,39894.058,June 2021
57643,WT,2021,June,0,0,0,2202,2202,249,June 2021
57644,WT,2021,June,0,0,0,345155,345155,39027,June 2021
57648,WT,2021,June,0,0,0,2061,2061,233,June 2021
57649,WT,2021,June,0,0,0,148663,148663,16809.459,June 2021
57663,WT,2021,June,0,0,0,317433,317433,35892.479,June 2021
57675,WT,2021,June,0,0,0,233168,233168,26364.489,June 2021
57678,WT,2021,June,0,0,0,405745,405745,45878,June 2021
57700,WT,2021,June,0,0,0,259436,259436,29334.639,June 2021
57701,WT,2021,June,0,0,0,244775,244775,27676.995,June 2021
57721,WT,2021,June,0,0,0,22101,22101,2499,June 2021
57725,WT,2021,June,0,0,0,335318,335318,37914.782,June 2021
57732,WT,2021,June,0,0,0,2946,2946,333.131,June 2021
57741,WT,2021,June,0,0,0,0,0,0,June 2021
57744,WT,2021,June,0,0,0,81241,81241,9186,June 2021
57748,WT,2021,June,0,0,0,41907,41907,4738.508,June 2021
57749,WT,2021,June,0,0,0,35035,35035,3961.463,June 2021
57751,WT,2021,June,0,0,0,42062,42062,4756,June 2021
57752,WT,2021,June,0,0,0,272342,272342,30794,June 2021
57755,WT,2021,June,0,0,0,86636,86636,9796.053,June 2021
57756,WT,2021,June,0,0,0,9324,9324,1054.221,June 2021
57757,WT,2021,June,0,0,0,338419,338419,38265.323,June 2021
57760,WT,2021,June,0,0,0,39344,39344,4448.685,June 2021
57761,WT,2021,June,0,0,0,42765,42765,4835.435,June 2021
57762,WT,2021,June,0,0,0,449558,449558,50832,June 2021
57766,WT,2021,June,0,0,0,178550,178550,20188.8,June 2021
57767,WT,2021,June,0,0,0,1496,1496,169.108,June 2021
57769,WT,2021,June,0,0,0,183586,183586,20758.198,June 2021
57774,WT,2021,June,0,0,0,221304,221304,25023.094,June 2021
57775,WT,2021,June,0,0,0,13266,13266,1500,June 2021
57787,WT,2021,June,0,0,0,985752,985752,111460,June 2021
57791,WT,2021,June,0,0,0,2411,2411,272.656,June 2021
57792,WT,2021,June,0,0,0,513,513,58.037,June 2021
57800,WT,2021,June,0,0,0,149014,149014,16849.173,June 2021
57801,WT,2021,June,0,0,0,149591,149591,16914.43,June 2021
57802,WT,2021,June,0,0,0,319808,319808,36161,June 2021
57803,WT,2021,June,0,0,0,5115,5115,578.402,June 2021
57813,WT,2021,June,0,0,0,5388,5388,609.266,June 2021
57823,WT,2021,June,0,0,0,2550,2550,288.372,June 2021
57830,WT,2021,June,0,0,0,68334,68334,7726.584,June 2021
57832,WT,2021,June,0,0,0,71702,71702,8107.389,June 2021
57833,WT,2021,June,0,0,0,304696,304696,34452.313,June 2021
57834,WT,2021,June,0,0,0,320932,320932,36288.13,June 2021
57835,WT,2021,June,0,0,0,193563,193563,21886.328,June 2021
57837,WT,2021,June,0,0,0,234301,234301,26492.699,June 2021
57844,WT,2021,June,0,0,0,113095,113095,12787.778,June 2021
57851,WT,2021,June,0,0,0,141964,141964,16052,June 2021
57852,WT,2021,June,0,0,0,68859,68859,7786,June 2021
57853,WT,2021,June,0,0,0,29459,29459,3331,June 2021
57855,WT,2021,June,0,0,0,2122,2122,239.937,June 2021
57858,WT,2021,June,0,0,0,366770,366770,41471,June 2021
57862,WT,2021,June,0,0,0,408867,408867,46231.052,June 2021
57866,WT,2021,June,0,0,0,131887,131887,14912.625,June 2021
57867,WT,2021,June,0,0,0,90759,90759,10262.2,June 2021
57873,WT,2021,June,0,0,0,363577,363577,41110,June 2021
57874,WT,2021,June,0,0,0,268184,268184,30323.868,June 2021
57875,WT,2021,June,0,0,0,177514,177514,20071.65,June 2021
57880,WT,2021,June,0,0,0,1732,1732,195.862,June 2021
57887,WT,2021,June,0,0,0,51904,51904,5868.863,June 2021
57888,WT,2021,June,0,0,0,117443,117443,13279.349,June 2021
57889,WT,2021,June,0,0,0,7041,7041,796.152,June 2021
57890,WT,2021,June,0,0,0,113252,113252,12805.525,June 2021
57913,WT,2021,June,0,0,0,209762,209762,23718,June 2021
57927,WT,2021,June,0,0,0,286121,286121,32351.946,June 2021
57935,WT,2021,June,0,0,0,39904,39904,4511.96,June 2021
57947,WT,2021,June,0,0,0,82458,82458,9323.601,June 2021
57956,WT,2021,June,0,0,0,178902,178902,20228.664,June 2021
57962,WT,2021,June,0,0,0,281657,281657,31847.279,June 2021
57963,WT,2021,June,0,0,0,14555,14555,1645.727,June 2021
57964,WT,2021,June,0,0,0,166339,166339,18808.108,June 2021
