Plant Code,Year,Nameplate Capacity (MW)
56200,2017,2.0
56200,2018,2.0
56200,2019,2.0
56200,2020,2.0
56200,2021,2.0
56201,2013,2.0
56201,2014,2.0
56201,2015,2.0
56201,2016,2.0
56201,2017,2.0
56201,2018,2.0
56201,2019,2.0
56201,2020,2.0
56201,2021,2.0
56202,2013,2.0
56202,2014,2.0
56202,2015,2.0
56202,2016,2.0
56202,2017,2.0
56202,2018,2.0
56202,2019,2.0
56202,2020,2.0
56202,2021,2.0
56203,2013,2.0
56203,2014,2.0
56203,2015,2.0
56203,2016,2.0
56203,2017,2.0
56203,2018,2.0
56203,2019,2.0
56203,2020,2.0
56203,2021,2.0
56204,2013,2.0
56204,2014,2.0
56204,2015,2.0
56204,2016,2.0
56204,2017,2.0
56204,2018,2.0
56204,2019,2.0
56204,2020,2.0
56204,2021,2.0
56205,2013,2.0
56205,2014,2.0
56205,2015,2.0
56205,2016,2.0
56205,2017,2.0
56205,2018,2.0
56205,2019,2.0
56205,2020,2.0
56205,2021,2.0
56206,2013,2.0
56206,2014,2.0
56206,2015,2.0
56206,2016,2.0
56206,2017,2.0
56206,2018,2.0
56206,2019,2.0
56206,2020,2.0
56206,2021,2.0
56207,2013,2.0
56207,2014,2.0
56207,2015,2.0
56207,2016,2.0
56207,2017,2.0
56207,2018,2.0
56207,2019,2.0
56207,2020,2.0
56207,2021,2.0
56208,2013,2.0
56208,2014,2.0
56208,2015,2.0
56208,2016,2.0
56208,2017,2.0
56208,2018,2.0
56208,2019,2.0
56208,2020,2.0
56208,2021,2.0
56209,2013,2.0
56209,2014,2.0
56209,2015,2.0
56209,2016,2.0
56209,2017,2.0
56209,2018,2.0
56209,2019,2.0
56209,2020,2.0
56209,2021,2.0
56210,2013,2.0
56210,2014,2.0
56210,2015,2.0
56210,2016,2.0
56210,2017,2.0
56210,2018,2.0
56210,2019,2.0
56210,2020,2.0
56210,2021,2.0
56211,2013,37.5
56211,2014,37.5
56211,2015,37.5
56211,2016,37.5
56211,2017,37.5
56211,2018,37.5
56211,2019,37.5
56211,2020,37.5
56211,2021,37.5
56212,2013,91.5
56212,2014,91.5
56212,2015,91.5
56212,2016,91.5
56212,2017,98.8
56212,2018,98.8
56212,2019,98.8
56212,2020,98.8
56212,2021,98.8
56213,2013,21.9
56214,2013,4.7
56214,2014,4.7
56214,2015,4.7
56215,2013,1.2
56215,2014,1.2
56215,2015,1.2
56215,2016,1.2
56215,2017,3.8
56215,2018,3.8
56215,2019,3.8
56215,2020,5.800000000000001
56215,2021,5.800000000000001
56216,2013,2.0
56216,2014,2.0
56217,2013,1.6
56217,2014,1.6
56218,2013,2.0
56218,2014,2.0
56225,2013,3.0
56225,2014,3.0
56225,2015,3.0
56225,2016,3.0
56225,2017,3.0
56225,2018,3.0
56225,2019,3.0
56225,2020,3.0
56225,2021,3.0
56226,2013,7.2
56226,2014,7.2
56226,2015,7.2
56226,2016,7.2
56226,2017,7.2
56226,2018,7.2
56226,2019,7.2
56226,2020,7.2
56226,2021,7.2
56240,2013,120.6
56240,2014,120.6
56240,2015,120.6
56240,2016,120.6
56240,2017,120.6
56240,2018,120.6
56240,2019,120.6
56240,2020,120.6
56240,2021,120.6
56251,2013,175.5
56251,2014,175.5
56251,2015,183.0
56251,2016,175.5
56251,2017,175.5
56251,2018,175.5
56251,2019,175.5
56251,2020,175.5
56251,2021,175.5
56252,2013,200.0
56252,2014,200.0
56252,2015,235.0
56252,2016,235.0
56252,2017,200.0
56252,2018,200.0
56252,2019,201.2
56252,2020,201.2
56252,2021,201.2
56255,2013,156.6
56255,2014,156.6
56255,2015,156.6
56255,2016,156.6
56255,2017,156.6
56255,2018,156.6
56255,2019,156.6
56255,2020,156.6
56255,2021,156.6
56270,2013,114.0
56270,2014,114.0
56270,2015,114.0
56270,2016,114.0
56270,2017,114.0
56270,2018,114.0
56270,2019,114.0
56270,2020,114.0
56270,2021,114.0
56271,2013,18.0
56271,2014,18.0
56271,2015,18.0
56271,2016,18.0
56271,2017,18.0
56271,2018,18.0
56271,2019,18.0
56271,2020,18.0
56271,2021,18.0
56273,2013,147.0
56273,2014,147.0
56273,2015,147.0
56273,2016,147.0
56273,2017,147.0
56273,2018,147.0
56273,2019,147.0
56273,2020,147.0
56273,2021,147.0
56275,2013,2.4
56275,2014,2.4
56275,2015,2.4
56275,2016,2.4
56275,2017,2.4
56275,2018,2.4
56275,2019,2.4
56275,2020,2.4
56275,2021,2.4
56276,2013,1.6
56276,2014,1.6
56276,2015,1.6
56276,2016,1.6
56276,2017,1.6
56276,2018,1.6
56276,2019,1.6
56276,2020,1.6
56276,2021,1.6
56290,2013,322.0
56290,2014,322.0
56290,2015,322.0
56290,2016,322.0
56290,2017,322.0
56290,2018,322.0
56290,2019,322.0
56290,2020,321.2
56290,2021,321.2
56291,2013,735.5
56291,2014,735.5
56291,2015,735.5
56291,2016,735.5
56291,2017,735.5
56291,2018,735.5
56291,2019,735.5
56291,2020,735.5
56291,2021,735.5
56293,2013,80.0
56293,2014,80.0
56293,2015,80.0
56293,2016,80.0
56293,2017,80.0
56293,2018,80.0
56293,2019,80.0
56293,2020,80.0
56293,2021,80.0
56295,2013,50.0
56295,2014,50.0
56295,2015,50.0
56295,2016,50.0
56295,2017,50.0
56295,2018,50.0
56295,2019,50.0
56295,2020,50.0
56295,2021,50.0
56296,2013,100.5
56296,2014,100.5
56296,2015,100.5
56296,2016,100.5
56296,2017,100.5
56296,2018,100.5
56296,2019,100.5
56296,2020,100.5
56296,2021,100.5
56297,2013,53.0
56297,2014,53.0
56297,2015,53.0
56297,2016,53.0
56297,2017,53.0
56297,2018,53.0
56297,2019,53.0
56297,2020,53.0
56297,2021,53.0
56299,2013,24.0
56299,2014,24.0
56299,2015,24.0
56299,2016,24.0
56299,2017,24.0
56299,2018,24.0
56299,2019,24.0
56299,2020,24.0
56299,2021,24.0
56300,2013,7.5
56300,2014,7.5
56300,2015,7.5
56300,2016,7.5
56300,2017,7.5
56300,2018,7.5
56300,2019,7.5
56300,2020,7.5
56300,2021,7.5
56301,2013,64.5
56301,2014,64.5
56301,2015,64.5
56301,2016,64.5
56301,2017,64.5
56301,2018,64.5
56301,2019,64.5
56301,2020,64.5
56301,2021,64.5
56302,2013,60.0
56302,2014,60.0
56302,2015,60.0
56302,2016,60.0
56302,2017,60.0
56302,2018,59.0
56302,2019,59.0
56302,2020,59.0
56302,2021,60.3
56303,2013,150.0
56303,2014,150.0
56303,2015,150.0
56303,2016,150.0
56303,2017,150.0
56303,2018,150.0
56303,2019,150.0
56303,2020,150.0
56303,2021,150.0
56304,2013,120.0
56304,2014,120.0
56304,2015,120.0
56304,2016,120.0
56304,2017,120.0
56304,2018,120.0
56304,2019,120.0
56304,2020,120.0
56304,2021,120.0
56307,2013,24.0
56307,2014,24.0
56307,2015,24.0
56307,2016,24.0
56307,2017,24.0
56307,2018,24.0
56307,2019,23.3
56307,2020,23.3
56307,2021,23.3
56308,2013,10.5
56308,2014,10.5
56308,2015,10.5
56308,2016,10.5
56308,2017,10.5
56308,2018,10.5
56308,2019,10.5
56308,2020,10.5
56308,2021,10.5
56311,2013,135.0
56311,2014,135.0
56311,2015,135.0
56311,2016,135.0
56311,2017,135.0
56311,2018,135.0
56311,2019,135.0
56311,2020,135.0
56311,2021,135.0
56320,2013,60.0
56320,2014,60.0
56320,2015,60.0
56320,2016,60.0
56320,2017,60.0
56320,2018,60.0
56320,2019,60.0
56320,2020,60.0
56320,2021,60.0
56322,2013,272.6
56322,2014,272.6
56322,2015,272.6
56322,2016,272.6
56322,2017,272.6
56322,2018,272.6
56322,2019,272.6
56322,2020,272.6
56322,2021,272.6
56335,2013,151.0
56335,2014,151.0
56335,2015,151.0
56335,2016,151.0
56335,2017,151.0
56335,2018,151.0
56335,2019,151.0
56335,2020,151.4
56335,2021,151.4
56336,2013,90.0
56336,2014,90.0
56336,2015,90.0
56336,2016,90.0
56336,2017,90.0
56336,2018,90.0
56336,2019,90.0
56336,2020,90.0
56336,2021,90.0
56337,2013,241.0
56337,2014,241.0
56337,2015,241.0
56337,2016,241.0
56337,2017,241.0
56337,2018,241.0
56337,2019,241.0
56337,2020,241.0
56337,2021,241.0
56338,2013,198.0
56338,2014,198.0
56338,2015,198.0
56338,2016,198.0
56338,2017,198.0
56338,2018,198.0
56338,2019,198.0
56338,2020,198.0
56338,2021,210.9
56347,2013,67.7
56347,2014,67.7
56347,2015,67.7
56347,2016,67.7
56347,2017,67.7
56347,2018,67.7
56347,2019,67.7
56347,2020,67.7
56347,2021,67.7
56351,2013,148.5
56351,2014,148.5
56351,2015,148.5
56351,2016,148.5
56351,2017,148.5
56351,2018,148.5
56351,2019,148.5
56351,2020,148.5
56351,2021,148.5
56355,2013,199.7
56355,2014,199.7
56355,2015,199.7
56355,2016,199.7
56355,2017,199.7
56355,2018,199.7
56355,2019,199.7
56355,2020,199.7
56355,2021,199.7
56357,2013,49.5
56357,2014,49.5
56357,2015,49.5
56357,2016,49.5
56357,2017,49.5
56357,2018,49.5
56357,2019,49.5
56357,2020,49.5
56357,2021,49.5
56359,2013,75.0
56359,2014,75.0
56359,2015,75.0
56359,2016,75.0
56359,2017,75.0
56359,2018,75.0
56359,2019,75.0
56359,2020,75.0
56359,2021,75.0
56360,2013,103.5
56360,2014,100.5
56360,2015,100.5
56360,2016,100.5
56360,2017,100.5
56360,2018,100.5
56360,2019,110.4
56360,2020,110.4
56360,2021,110.4
56361,2013,199.0
56361,2014,199.0
56361,2015,199.0
56361,2016,199.0
56361,2017,199.0
56361,2018,199.0
56361,2019,199.0
56361,2020,199.0
56361,2021,199.0
56362,2013,150.0
56362,2014,150.0
56362,2015,150.0
56362,2016,150.0
56362,2017,150.0
56362,2018,150.0
56362,2019,150.0
56362,2020,150.0
56362,2021,150.0
56369,2013,34.5
56369,2014,34.5
56369,2015,34.5
56369,2016,34.5
56369,2017,34.5
56369,2018,34.5
56369,2019,34.5
56369,2020,34.5
56369,2021,34.5
56371,2013,300.5
56371,2014,300.5
56371,2015,300.5
56371,2016,300.5
56371,2017,300.5
56371,2018,300.5
56371,2019,300.5
56371,2020,300.5
56371,2021,300.5
56372,2013,80.5
56372,2014,80.5
56372,2015,80.5
56372,2016,80.5
56372,2017,80.5
56372,2018,80.5
56372,2019,80.5
56372,2020,80.5
56372,2021,80.5
56376,2013,1.7
56376,2014,1.7
56376,2015,1.7
56376,2016,1.7
56376,2017,1.7
56376,2018,1.7
56376,2019,1.7
56376,2020,1.7
56376,2021,1.7
56377,2013,135.0
56377,2014,135.0
56377,2015,135.0
56377,2016,135.0
56377,2017,135.0
56377,2018,135.0
56377,2019,135.0
56377,2020,135.0
56377,2021,135.0
56378,2013,21.0
56378,2014,21.0
56378,2015,21.0
56378,2016,21.0
56378,2017,21.0
56378,2018,21.0
56378,2019,21.0
56378,2020,21.0
56378,2021,21.0
56379,2013,99.0
56379,2014,99.0
56379,2015,99.0
56379,2016,99.0
56379,2017,99.0
56379,2018,99.0
56379,2019,105.0
56379,2020,105.0
56379,2021,105.0
56380,2013,120.0
56380,2014,120.0
56380,2015,120.0
56380,2016,120.0
56380,2017,120.0
56380,2018,120.0
56380,2019,120.0
56380,2020,120.0
56380,2021,120.0
56383,2013,80.0
56383,2014,80.0
56383,2015,80.0
56383,2016,80.0
56383,2017,80.0
56383,2018,80.0
56383,2019,80.0
56383,2020,80.0
56383,2021,80.0
56386,2013,29.7
56386,2014,29.7
56386,2015,29.7
56386,2016,29.7
56386,2017,29.7
56386,2018,29.7
56386,2019,29.7
56386,2020,29.7
56386,2021,29.7
56391,2013,145.2
56391,2014,145.2
56391,2015,145.2
56391,2016,145.2
56391,2017,145.2
56391,2018,145.2
56391,2019,145.2
56391,2020,145.2
56391,2021,145.2
56392,2013,50.6
56392,2014,50.6
56392,2015,50.6
56392,2016,50.6
56392,2017,50.6
56392,2018,50.6
56392,2019,50.6
56392,2020,50.6
56392,2021,50.6
56394,2013,124.2
56394,2014,124.2
56394,2015,124.2
56394,2016,124.2
56394,2017,124.2
56394,2018,124.2
56394,2019,124.2
56394,2020,124.2
56394,2021,124.2
56395,2013,200.0
56395,2014,200.0
56395,2015,200.0
56395,2016,200.0
56395,2017,200.0
56395,2018,200.0
56395,2019,200.0
56395,2020,200.0
56395,2021,200.0
56399,2013,24.0
56399,2014,24.0
56399,2015,24.0
56399,2016,24.0
56399,2017,24.0
56399,2018,24.0
56399,2019,24.0
56399,2020,24.0
56399,2021,24.0
56408,2013,8.4
56408,2014,8.4
56408,2015,8.4
56408,2016,8.4
56408,2017,8.4
56408,2018,8.4
56408,2019,8.4
56408,2020,8.4
56408,2021,8.4
56409,2013,1.7
56409,2014,1.7
56409,2015,1.7
56409,2016,1.7
56409,2017,1.7
56409,2018,1.7
56409,2019,1.7
56409,2020,1.7
56409,2021,1.7
56410,2013,1.7
56410,2014,1.7
56410,2015,1.7
56410,2016,1.7
56410,2017,1.7
56410,2018,1.7
56410,2019,1.7
56410,2020,1.7
56410,2021,1.7
56411,2013,1.7
56411,2014,1.7
56411,2015,1.7
56411,2016,1.7
56411,2017,1.7
56411,2018,1.7
56411,2019,1.7
56411,2020,1.7
56411,2021,1.7
56412,2013,1.7
56412,2014,1.7
56412,2015,1.7
56412,2016,1.7
56412,2017,1.7
56412,2018,1.7
56412,2019,1.7
56412,2020,1.7
56412,2021,1.7
56413,2013,1.7
56413,2014,1.7
56413,2015,1.7
56413,2016,1.7
56413,2017,1.7
56413,2018,1.7
56413,2019,1.7
56413,2020,1.7
56413,2021,1.7
56414,2013,3.4
56414,2014,3.4
56414,2015,3.4
56414,2016,3.4
56414,2017,3.4
56414,2018,3.4
56414,2019,3.4
56414,2020,3.4
56414,2021,3.4
56415,2013,5.4
56415,2014,5.4
56415,2015,5.4
56415,2016,5.4
56415,2017,5.4
56415,2018,5.4
56415,2019,5.4
56415,2020,5.4
56415,2021,5.4
56416,2013,69.0
56416,2014,69.0
56416,2015,69.0
56416,2016,69.0
56416,2017,69.0
56416,2018,69.0
56416,2019,69.0
56416,2020,69.0
56416,2021,69.0
56424,2013,98.9
56424,2014,98.9
56424,2015,98.9
56424,2016,98.9
56424,2017,98.9
56424,2018,98.9
56424,2019,98.9
56424,2020,98.9
56424,2021,98.9
56432,2013,161.0
56432,2014,161.0
56432,2015,161.0
56432,2016,161.0
56432,2017,161.0
56432,2018,161.0
56432,2019,161.0
56432,2020,161.0
56432,2021,161.0
56433,2013,135.0
56433,2014,135.0
56433,2015,135.0
56433,2016,135.0
56433,2017,135.0
56433,2018,135.0
56433,2019,135.0
56433,2020,135.0
56433,2021,135.0
56434,2013,13.5
56434,2014,13.5
56434,2015,13.5
56434,2016,21.3
56434,2017,21.3
56434,2018,21.3
56434,2019,21.3
56434,2020,21.3
56434,2021,21.3
56435,2013,12.0
56435,2014,12.0
56435,2015,12.0
56435,2016,12.0
56435,2017,12.0
56435,2018,12.0
56435,2019,12.0
56435,2020,12.0
56435,2021,12.0
56437,2013,19.5
56437,2014,19.5
56437,2015,19.5
56437,2016,19.5
56437,2017,19.5
56437,2018,19.5
56437,2019,19.5
56437,2020,19.5
56437,2021,19.5
56439,2013,13.5
56439,2014,13.5
56439,2015,13.5
56439,2016,13.5
56439,2017,13.5
56439,2018,13.5
56439,2019,13.5
56439,2020,13.5
56439,2021,13.5
56440,2013,10.5
56440,2014,10.5
56440,2015,10.5
56440,2016,10.5
56440,2017,10.5
56440,2018,10.5
56440,2019,10.5
56440,2020,10.5
56440,2021,10.5
56441,2013,21.0
56441,2014,21.0
56441,2015,21.0
56441,2016,21.0
56441,2017,21.0
56441,2018,21.0
56441,2019,21.0
56441,2020,21.0
56441,2021,21.0
56442,2013,12.0
56442,2014,12.0
56442,2015,12.0
56442,2016,12.0
56442,2017,12.0
56442,2018,12.0
56442,2019,12.0
56442,2020,12.0
56442,2021,12.0
56443,2013,10.5
56443,2014,10.5
56443,2015,10.5
56443,2016,10.5
56443,2017,10.5
56443,2018,10.5
56443,2019,10.5
56443,2020,10.5
56443,2021,10.5
56446,2013,38.0
56446,2014,38.0
56446,2015,38.0
56446,2016,38.0
56446,2017,38.0
56446,2018,38.0
56446,2019,38.0
56446,2020,38.0
56446,2021,38.0
56447,2013,10.6
56447,2014,10.6
56447,2015,10.6
56447,2016,10.6
56447,2017,10.6
56447,2018,10.6
56447,2019,10.6
56447,2020,10.6
56447,2021,10.6
56448,2013,42.0
56448,2014,42.0
56448,2015,42.0
56448,2016,42.0
56448,2017,42.0
56448,2018,42.0
56448,2019,42.0
56448,2020,42.0
56448,2021,42.0
56449,2013,30.0
56449,2014,30.0
56449,2015,30.0
56449,2016,30.0
56449,2017,30.0
56449,2018,30.0
56449,2019,30.0
56449,2020,30.0
56449,2021,30.0
56450,2013,80.0
56450,2014,80.0
56450,2015,80.0
56450,2016,80.0
56450,2017,80.0
56450,2018,80.0
56450,2019,80.0
56450,2020,80.0
56450,2021,80.0
56451,2013,80.0
56451,2014,80.0
56451,2015,80.0
56451,2016,80.0
56451,2017,80.0
56451,2018,80.0
56451,2019,80.0
56451,2020,80.0
56451,2021,80.0
56457,2013,84.0
56457,2014,84.0
56457,2015,84.0
56457,2016,84.0
56457,2017,84.0
56457,2018,84.0
56457,2019,84.0
56457,2020,84.0
56457,2021,84.0
56459,2013,150.0
56459,2014,150.0
56459,2015,150.0
56459,2016,150.0
56459,2017,150.0
56459,2018,150.0
56459,2019,150.0
56459,2020,150.0
56459,2021,150.0
56460,2013,75.0
56460,2014,75.0
56460,2015,75.0
56460,2016,75.0
56460,2017,75.0
56460,2018,75.0
56460,2019,75.0
56460,2020,75.0
56460,2021,75.0
56466,2013,210.60000000000002
56466,2014,210.60000000000002
56466,2015,210.60000000000002
56466,2016,210.60000000000002
56466,2017,210.60000000000002
56466,2018,210.60000000000002
56466,2019,210.60000000000002
56466,2020,234.0
56466,2021,234.0
56468,2013,297.5
56468,2014,297.5
56468,2015,297.5
56468,2016,297.5
56468,2017,297.5
56468,2018,297.5
56468,2019,297.5
56468,2020,297.5
56468,2021,297.5
56470,2013,26.0
56470,2014,26.0
56470,2015,26.0
56470,2016,26.0
56470,2017,26.0
56470,2018,26.0
56470,2019,26.0
56470,2020,26.0
56470,2021,26.0
56479,2013,90.0
56479,2014,90.0
56479,2015,90.0
56479,2016,90.0
56479,2017,90.0
56479,2018,90.0
56479,2019,90.0
56479,2020,90.0
56479,2021,90.0
56483,2013,200.0
56483,2014,200.0
56483,2015,200.0
56483,2016,200.0
56483,2017,200.0
56483,2018,200.0
56483,2019,200.0
56483,2020,200.0
56483,2021,200.0
56484,2013,232.5
56484,2014,232.5
56484,2015,232.5
56484,2016,232.5
56484,2017,232.5
56484,2018,232.5
56484,2019,232.5
56484,2020,232.5
56484,2021,232.5
56485,2013,449.70000000000005
56485,2014,449.70000000000005
56485,2015,449.70000000000005
56485,2016,449.70000000000005
56485,2017,449.70000000000005
56485,2018,449.70000000000005
56485,2019,449.70000000000005
56485,2020,449.70000000000005
56485,2021,449.70000000000005
56487,2013,204.0
56487,2014,204.0
56487,2015,204.0
56487,2016,204.0
56487,2017,204.0
56487,2018,204.0
56487,2019,204.0
56487,2020,204.0
56487,2021,204.0
56488,2013,100.8
56488,2014,100.8
56488,2015,100.8
56488,2016,100.8
56488,2017,100.8
56488,2018,100.8
56488,2019,100.8
56488,2020,100.8
56488,2021,100.8
56493,2013,27.0
56493,2014,27.0
56493,2015,27.0
56493,2016,27.0
56493,2017,27.0
56493,2018,27.0
56493,2019,27.0
56493,2020,27.0
56493,2021,27.0
56494,2013,100.6
56494,2014,100.6
56494,2015,100.6
56494,2016,100.6
56494,2017,100.6
56494,2018,100.6
56494,2019,100.6
56494,2020,100.6
56494,2021,100.7
56495,2013,264.0
56495,2014,264.0
56495,2015,264.0
56495,2016,264.0
56495,2017,264.0
56495,2018,264.0
56495,2019,264.0
56495,2020,264.0
56495,2021,264.0
56501,2013,286.4
56501,2014,286.4
56501,2015,286.4
56501,2016,286.4
56501,2017,286.4
56501,2018,286.4
56501,2019,286.4
56501,2020,286.4
56501,2021,286.4
56506,2013,130.5
56506,2014,130.5
56506,2015,130.5
56506,2016,130.5
56506,2017,130.5
56506,2018,130.5
56506,2019,130.5
56506,2020,130.5
56506,2021,130.5
56536,2013,50.4
56536,2014,50.4
56536,2015,50.4
56536,2016,50.4
56536,2017,50.4
56536,2018,50.4
56536,2019,50.4
56536,2020,50.4
56536,2021,50.4
56537,2013,50.4
56537,2014,50.4
56537,2015,50.4
56537,2016,50.4
56537,2017,50.4
56537,2018,50.4
56537,2019,50.4
56537,2020,50.4
56537,2021,50.4
56538,2013,5.0
56538,2014,5.0
56538,2015,5.0
56538,2016,5.0
56538,2017,5.0
56538,2018,5.0
56538,2019,5.0
56538,2020,5.0
56538,2021,5.0
56543,2013,10.4
56543,2014,10.4
56543,2015,10.4
56543,2016,10.4
56543,2017,10.4
56543,2018,10.4
56543,2019,10.4
56543,2020,10.4
56543,2021,10.4
56544,2013,15.6
56544,2014,15.6
56544,2015,15.6
56544,2016,15.6
56544,2017,15.6
56544,2018,15.6
56544,2019,15.6
56544,2020,15.6
56544,2021,15.6
56555,2013,56.7
56555,2014,56.7
56555,2015,56.7
56555,2016,56.7
56555,2017,56.7
56555,2018,56.7
56555,2019,56.7
56555,2020,56.7
56555,2021,56.7
56557,2013,10.0
56557,2014,10.0
56557,2015,10.0
56557,2016,10.0
56558,2013,10.0
56558,2014,10.0
56558,2015,10.0
56558,2016,10.0
56559,2013,10.0
56559,2014,10.0
56559,2015,10.0
56559,2016,10.0
56560,2013,79.8
56560,2014,79.8
56560,2015,79.8
56560,2016,79.8
56560,2017,79.8
56560,2018,79.8
56560,2019,79.8
56560,2020,79.8
56560,2021,79.8
56561,2013,10.0
56561,2014,10.0
56561,2015,10.0
56561,2016,10.0
56561,2017,10.0
56561,2018,10.0
56561,2019,10.0
56561,2020,10.0
56561,2021,10.0
56562,2013,10.0
56562,2014,10.0
56562,2015,10.0
56562,2016,10.0
56562,2017,10.0
56562,2018,10.0
56562,2019,10.0
56562,2020,10.0
56562,2021,10.0
56563,2013,199.5
56563,2014,199.5
56563,2015,199.5
56563,2016,199.5
56563,2017,199.5
56563,2018,199.5
56563,2019,199.5
56563,2020,199.5
56563,2021,199.5
56570,2013,7.4
56570,2014,7.4
56570,2015,7.4
56570,2016,7.4
56570,2017,7.4
56570,2018,7.4
56570,2019,7.4
56570,2020,7.4
56570,2021,7.4
56573,2013,48.0
56573,2014,48.0
56573,2015,48.0
56573,2016,48.0
56573,2017,48.0
56573,2018,48.0
56573,2019,48.0
56573,2020,48.0
56573,2021,48.0
56575,2013,20.0
56575,2014,20.0
56575,2015,20.0
56575,2016,20.0
56575,2017,20.0
56575,2018,20.0
56575,2019,20.0
56575,2020,20.0
56575,2021,20.0
56577,2013,1.3
56577,2014,1.3
56577,2015,1.3
56577,2016,1.3
56577,2017,1.3
56577,2018,1.3
56577,2019,1.3
56577,2020,1.3
56577,2021,1.3
56578,2013,1.3
56578,2014,1.3
56578,2015,1.3
56578,2016,1.3
56578,2017,1.3
56578,2018,1.3
56579,2013,1.3
56579,2014,1.3
56579,2015,1.3
56579,2016,1.3
56579,2017,1.3
56579,2018,1.3
56580,2013,1.3
56580,2014,1.3
56580,2015,1.3
56580,2016,1.3
56580,2017,1.3
56580,2018,1.3
56580,2019,1.3
56580,2020,1.3
56580,2021,1.3
56581,2013,1.3
56581,2014,1.3
56581,2015,1.3
56581,2016,1.3
56581,2017,1.3
56581,2018,1.3
56581,2019,1.3
56581,2020,1.3
56581,2021,1.3
56582,2013,1.3
56582,2014,1.3
56582,2015,1.3
56582,2016,1.3
56582,2017,1.3
56582,2018,1.3
56583,2013,1.3
56583,2014,1.3
56583,2015,1.3
56583,2016,1.3
56583,2017,1.3
56583,2018,1.3
56584,2013,1.3
56584,2014,1.3
56584,2015,1.3
56584,2016,1.3
56584,2017,1.3
56584,2018,1.3
56585,2013,1.3
56585,2014,1.3
56585,2015,1.3
56585,2016,1.3
56585,2017,1.3
56585,2018,1.3
56586,2013,1.3
56586,2014,1.3
56586,2015,1.3
56586,2016,1.3
56586,2017,1.3
56586,2018,1.3
56586,2019,1.3
56586,2020,1.3
56586,2021,1.3
56587,2013,1.3
56587,2014,1.3
56587,2015,1.3
56587,2016,1.3
56587,2017,1.3
56587,2018,1.3
56587,2019,1.3
56587,2020,1.3
56587,2021,1.3
56588,2013,1.3
56588,2014,1.3
56588,2015,1.3
56588,2016,1.3
56588,2017,1.3
56588,2018,1.3
56588,2019,1.3
56588,2020,1.3
56588,2021,1.3
56589,2013,1.3
56589,2014,1.3
56589,2015,1.3
56589,2016,1.3
56589,2017,1.3
56589,2018,1.3
56589,2019,1.3
56589,2020,1.3
56589,2021,1.3
56590,2013,1.3
56590,2014,1.3
56590,2015,1.3
56590,2016,1.3
56590,2017,1.3
56590,2018,1.3
56590,2019,1.3
56590,2020,1.3
56590,2021,1.3
56591,2013,9.0
56591,2014,9.0
56591,2015,9.0
56591,2016,9.0
56591,2017,9.0
56591,2018,9.0
56591,2019,9.0
56591,2020,9.0
56591,2021,9.0
56592,2013,126.5
56592,2014,126.5
56592,2015,126.5
56592,2016,126.5
56592,2017,126.5
56592,2018,126.5
56592,2019,126.5
56592,2020,126.5
56592,2021,126.5
56593,2013,209.0
56593,2014,209.0
56593,2015,209.0
56593,2016,209.0
56593,2017,209.0
56593,2018,209.0
56593,2019,209.0
56593,2020,209.0
56593,2021,209.0
56594,2013,34.5
56594,2014,34.5
56594,2015,34.5
56594,2016,34.5
56594,2017,34.5
56594,2018,34.5
56594,2019,34.5
56594,2020,34.5
56594,2021,34.5
56595,2013,1.3
56595,2014,1.3
56595,2015,1.3
56595,2016,1.3
56595,2017,1.3
56595,2018,1.3
56602,2013,63.0
56602,2014,63.0
56602,2015,63.0
56602,2016,63.0
56602,2017,63.0
56602,2018,63.0
56602,2019,63.0
56602,2020,63.0
56602,2021,63.0
56605,2013,159.0
56605,2014,159.0
56605,2015,159.0
56605,2016,118.5
56605,2017,118.5
56605,2018,118.5
56605,2019,118.5
56605,2020,118.5
56605,2021,118.5
56607,2013,115.5
56607,2014,115.5
56607,2015,115.5
56607,2016,115.5
56607,2017,115.5
56607,2018,115.5
56607,2019,115.5
56607,2020,115.5
56607,2021,115.5
56608,2013,162.0
56608,2014,162.0
56608,2015,162.0
56608,2016,162.0
56608,2017,162.0
56608,2018,162.0
56608,2019,162.0
56608,2020,162.0
56608,2021,162.0
56613,2013,201.0
56613,2014,201.0
56613,2015,201.0
56613,2016,201.0
56613,2017,201.0
56613,2018,201.0
56613,2019,201.0
56613,2020,201.0
56613,2021,201.0
56614,2013,198.0
56614,2014,198.0
56614,2015,198.0
56614,2016,198.0
56614,2017,198.0
56614,2018,198.0
56614,2019,198.0
56614,2020,198.0
56614,2021,213.8
56617,2013,205.5
56617,2014,205.5
56617,2015,205.5
56617,2016,205.5
56617,2017,205.5
56617,2018,205.5
56617,2019,205.5
56617,2020,205.5
56617,2021,205.5
56618,2013,100.5
56618,2014,100.5
56618,2015,100.5
56618,2016,100.5
56618,2017,100.5
56618,2018,100.5
56618,2019,100.5
56618,2020,100.5
56618,2021,100.5
56619,2013,81.0
56619,2014,81.0
56619,2015,81.0
56619,2016,81.0
56619,2017,81.0
56619,2018,81.0
56619,2019,81.0
56619,2020,81.0
56619,2021,81.0
56620,2013,100.5
56620,2014,100.5
56620,2015,100.5
56620,2016,100.5
56620,2017,100.5
56620,2018,100.5
56620,2019,100.5
56620,2020,100.5
56620,2021,100.5
56621,2013,94.5
56621,2014,94.5
56621,2015,94.5
56621,2016,94.5
56621,2017,94.5
56621,2018,94.5
56621,2019,94.5
