Plant Code,Year,Nameplate Capacity (MW)
56621,2020,94.5
56621,2021,94.5
56622,2013,72.0
56622,2014,72.0
56622,2015,72.0
56622,2016,72.0
56622,2017,72.0
56622,2018,72.0
56622,2019,72.0
56622,2020,72.0
56622,2021,72.0
56623,2013,100.7
56623,2014,100.7
56623,2015,100.7
56623,2016,100.7
56623,2017,100.7
56623,2018,100.7
56623,2019,100.7
56623,2020,100.7
56623,2021,100.7
56624,2013,4.0
56624,2014,4.0
56624,2015,4.0
56624,2016,4.0
56624,2017,4.0
56624,2018,4.0
56624,2019,4.0
56624,2020,4.0
56625,2013,4.0
56625,2014,4.0
56625,2015,4.0
56625,2016,4.0
56625,2017,4.0
56625,2018,4.0
56625,2019,4.0
56625,2020,4.0
56626,2013,4.0
56626,2014,4.0
56626,2015,4.0
56626,2016,4.0
56626,2017,4.0
56626,2018,4.0
56626,2019,4.0
56626,2020,4.0
56626,2021,4.0
56627,2013,4.0
56627,2014,4.0
56627,2015,4.0
56627,2016,4.0
56627,2017,4.0
56627,2018,4.0
56627,2019,4.0
56627,2020,4.0
56628,2013,4.0
56628,2014,4.0
56628,2015,4.0
56628,2016,4.0
56628,2017,4.0
56628,2018,4.0
56628,2019,4.0
56628,2020,4.0
56630,2013,25.0
56630,2014,25.0
56630,2015,25.0
56630,2016,25.0
56630,2017,25.0
56630,2018,25.0
56630,2019,25.0
56630,2020,25.0
56630,2021,25.0
56633,2013,37.5
56633,2014,37.5
56633,2015,37.5
56633,2016,37.5
56633,2017,37.5
56633,2018,37.5
56633,2019,37.5
56633,2020,37.5
56633,2021,37.5
56634,2013,87.5
56634,2014,87.5
56634,2015,87.5
56634,2016,87.5
56634,2017,87.5
56634,2018,87.5
56634,2019,87.5
56634,2020,87.5
56634,2021,87.5
56635,2013,52.8
56635,2014,52.8
56635,2015,52.8
56635,2016,52.8
56635,2017,52.8
56635,2018,52.8
56635,2019,52.8
56635,2020,52.8
56635,2021,52.8
56636,2013,21.0
56636,2014,21.0
56636,2015,21.0
56636,2016,21.0
56636,2017,21.0
56636,2018,21.0
56636,2019,21.0
56636,2020,21.0
56636,2021,21.0
56637,2013,21.0
56637,2014,21.0
56637,2015,21.0
56637,2016,21.0
56637,2017,21.0
56637,2018,21.0
56637,2019,21.0
56637,2020,21.0
56637,2021,21.0
56638,2013,170.2
56638,2014,170.2
56638,2015,170.2
56638,2016,170.2
56638,2017,170.2
56638,2018,170.2
56638,2019,170.2
56638,2020,170.2
56638,2021,170.2
56640,2013,150.0
56640,2014,150.0
56640,2015,150.0
56640,2016,150.0
56640,2017,150.0
56640,2018,150.0
56640,2019,150.0
56640,2020,150.0
56640,2021,150.0
56644,2013,120.0
56644,2014,120.0
56644,2015,120.0
56644,2016,120.0
56644,2017,120.0
56644,2018,120.0
56644,2019,120.0
56644,2020,120.0
56644,2021,120.0
56645,2013,100.0
56645,2014,100.0
56645,2015,100.0
56645,2016,100.0
56645,2017,100.0
56645,2018,100.0
56645,2019,98.2
56645,2020,98.2
56645,2021,98.2
56646,2013,2.0
56646,2014,2.0
56646,2015,2.0
56646,2016,2.0
56646,2017,2.0
56646,2018,2.0
56647,2013,54.0
56647,2014,54.0
56647,2015,54.0
56647,2016,54.0
56647,2017,54.0
56647,2018,54.0
56647,2019,54.0
56647,2020,54.0
56647,2021,54.0
56648,2013,79.5
56648,2014,79.5
56648,2015,79.5
56648,2016,79.5
56648,2017,79.5
56648,2018,79.5
56648,2019,79.5
56648,2020,79.5
56648,2021,79.5
56649,2013,101.2
56649,2014,101.2
56649,2015,101.2
56649,2016,101.2
56649,2017,101.2
56649,2018,101.2
56649,2019,101.2
56649,2020,101.2
56649,2021,101.2
56650,2013,51.0
56650,2014,51.0
56650,2015,51.0
56650,2016,51.0
56650,2017,51.0
56650,2018,51.0
56650,2019,51.0
56650,2020,51.0
56650,2021,51.0
56651,2013,70.0
56651,2014,70.0
56651,2015,70.0
56651,2016,70.0
56651,2017,70.0
56651,2018,70.0
56651,2019,70.0
56651,2020,70.0
56651,2021,70.0
56654,2013,101.2
56654,2014,101.2
56654,2015,101.2
56654,2016,101.2
56654,2017,101.2
56654,2018,101.2
56654,2019,101.2
56654,2020,101.2
56654,2021,101.2
56659,2013,90.0
56659,2014,90.0
56659,2015,90.0
56659,2016,90.0
56659,2017,90.0
56659,2018,90.0
56659,2019,90.0
56659,2020,90.0
56659,2021,90.0
56661,2013,283.2
56661,2014,283.2
56661,2015,283.2
56661,2016,283.2
56661,2017,283.2
56661,2018,283.2
56661,2019,283.2
56661,2020,283.2
56661,2021,283.2
56665,2013,132.0
56665,2014,132.0
56665,2015,132.0
56665,2016,132.0
56665,2017,132.0
56665,2018,132.0
56665,2019,132.0
56665,2020,132.0
56665,2021,132.0
56666,2013,97.8
56666,2014,97.8
56666,2015,97.8
56666,2016,94.0
56666,2017,94.0
56666,2018,94.0
56666,2019,103.4
56666,2020,103.4
56666,2021,103.4
56669,2013,180.0
56669,2014,180.0
56669,2015,180.0
56669,2016,180.0
56669,2017,180.0
56669,2018,180.0
56669,2019,180.0
56669,2020,180.0
56669,2021,180.0
56670,2013,11.9
56670,2014,11.9
56670,2015,11.9
56670,2016,11.9
56670,2017,11.9
56670,2018,11.9
56670,2019,11.9
56670,2020,11.9
56670,2021,11.9
56673,2013,59.8
56673,2014,59.8
56673,2015,59.8
56673,2016,59.8
56673,2017,59.8
56673,2018,59.8
56673,2019,59.8
56673,2020,59.8
56673,2021,59.8
56677,2013,75.0
56677,2014,75.0
56677,2015,75.0
56677,2016,75.0
56677,2017,75.0
56677,2018,75.0
56677,2019,80.0
56677,2020,80.0
56677,2021,80.0
56679,2013,130.5
56679,2014,130.5
56679,2015,130.5
56679,2016,130.5
56679,2017,130.5
56679,2018,130.5
56679,2019,130.5
56679,2020,130.5
56679,2021,130.5
56699,2013,29.4
56699,2014,29.4
56699,2015,29.4
56699,2016,29.4
56699,2017,29.4
56699,2018,29.4
56699,2019,29.4
56699,2020,29.4
56699,2021,29.4
56700,2013,37.8
56700,2014,37.8
56700,2015,37.8
56700,2016,37.8
56700,2017,37.8
56700,2018,37.8
56700,2019,37.8
56700,2020,37.8
56700,2021,37.8
56702,2013,136.3
56702,2014,136.3
56702,2015,136.3
56702,2016,136.3
56702,2017,136.3
56702,2018,136.3
56702,2019,136.3
56702,2020,136.3
56702,2021,136.3
56709,2013,2.1
56709,2014,2.1
56709,2015,2.1
56709,2016,2.1
56709,2017,2.1
56709,2018,2.1
56710,2013,2.1
56710,2014,2.1
56710,2015,2.1
56710,2016,2.1
56710,2017,2.1
56710,2018,2.1
56711,2013,2.1
56711,2014,2.1
56711,2015,2.1
56711,2016,2.1
56711,2017,2.1
56711,2018,2.1
56712,2013,2.1
56712,2014,2.1
56712,2015,2.1
56712,2016,2.1
56712,2017,2.1
56712,2018,2.1
56750,2013,50.0
56750,2014,50.0
56750,2015,50.0
56750,2016,50.0
56750,2017,50.0
56750,2018,50.0
56750,2019,50.0
56750,2020,50.0
56750,2021,50.0
56751,2013,18.9
56751,2014,18.9
56751,2015,18.9
56751,2016,18.9
56751,2017,18.9
56751,2018,18.9
56751,2019,18.9
56751,2020,18.9
56751,2021,18.9
56752,2013,61.0
56752,2014,61.0
56752,2015,61.0
56752,2016,61.0
56752,2017,61.0
56752,2018,61.0
56752,2019,61.0
56752,2020,61.0
56752,2021,61.0
56753,2013,80.0
56753,2014,80.0
56753,2015,80.0
56753,2016,80.0
56753,2017,80.0
56753,2018,80.0
56753,2019,80.0
56753,2020,80.0
56753,2021,80.0
56754,2013,149.6
56754,2014,149.6
56754,2015,149.6
56754,2016,149.6
56754,2017,149.6
56754,2018,149.6
56754,2019,149.6
56754,2020,149.6
56754,2021,149.6
56755,2013,20.0
56755,2014,20.0
56755,2015,20.0
56755,2016,20.0
56755,2017,20.0
56755,2018,20.0
56755,2019,20.0
56755,2020,20.0
56755,2021,20.0
56763,2013,662.5
56763,2014,662.5
56763,2015,662.5
56763,2016,662.5
56763,2017,662.5
56763,2018,662.5
56763,2019,662.5
56763,2020,662.5
56763,2021,662.5
56764,2013,20.0
56764,2014,20.0
56764,2015,20.0
56764,2016,20.0
56764,2017,20.0
56764,2018,20.0
56764,2019,20.0
56764,2020,20.0
56764,2021,20.0
56765,2013,160.0
56765,2014,160.0
56765,2015,160.0
56765,2016,160.0
56765,2017,160.0
56765,2018,160.0
56765,2019,160.0
56765,2020,160.0
56765,2021,160.0
56767,2013,146.0
56767,2014,146.0
56767,2015,146.0
56767,2016,146.0
56767,2017,146.0
56767,2018,146.0
56767,2019,146.0
56767,2020,146.0
56767,2021,146.0
56770,2013,102.0
56770,2014,102.0
56770,2015,102.0
56770,2016,102.0
56770,2017,102.0
56770,2018,102.0
56770,2019,102.0
56770,2020,102.0
56770,2021,102.0
56771,2013,60.0
56771,2014,60.0
56771,2015,60.0
56771,2016,60.0
56771,2017,60.0
56771,2018,60.0
56771,2019,60.0
56771,2020,52.8
56771,2021,52.8
56773,2013,150.0
56773,2014,150.0
56773,2015,150.0
56773,2016,150.0
56773,2017,150.0
56773,2018,150.0
56773,2019,150.0
56773,2020,150.0
56773,2021,150.0
56774,2013,169.5
56774,2014,169.5
56774,2015,169.5
56774,2016,169.5
56774,2017,169.5
56774,2018,169.5
56774,2019,169.5
56774,2020,169.5
56774,2021,169.5
56775,2013,120.0
56775,2014,120.0
56775,2015,120.0
56775,2016,120.0
56775,2017,120.0
56775,2018,120.0
56775,2019,120.0
56775,2020,120.0
56775,2021,120.0
56776,2016,120.0
56776,2017,120.0
56776,2018,120.0
56776,2019,120.0
56776,2020,120.0
56776,2021,120.0
56777,2013,600.3
56777,2014,600.3
56777,2015,600.3
56777,2016,600.3
56777,2017,600.3
56777,2018,600.3
56777,2019,600.3
56777,2020,600.3
56777,2021,600.3
56779,2013,150.0
56779,2014,150.0
56779,2015,150.0
56779,2016,150.0
56779,2017,150.0
56779,2018,150.0
56779,2019,150.0
56779,2020,150.0
56782,2013,30.0
56782,2014,30.0
56782,2015,30.0
56782,2016,30.0
56782,2017,30.0
56782,2018,30.0
56782,2019,30.0
56782,2020,30.0
56782,2021,30.0
56783,2013,121.9
56783,2014,121.9
56783,2015,121.9
56783,2016,121.9
56783,2017,121.9
56783,2018,121.9
56783,2019,121.9
56783,2020,121.9
56783,2021,121.9
56784,2013,201.0
56784,2014,201.0
56784,2015,201.0
56784,2016,201.0
56784,2017,201.0
56784,2018,201.0
56784,2019,201.0
56784,2020,201.0
56784,2021,201.0
56789,2013,98.7
56789,2014,98.7
56789,2015,98.7
56789,2016,98.7
56789,2017,98.7
56789,2018,98.7
56789,2019,98.7
56789,2020,98.7
56789,2021,98.7
56790,2013,108.0
56790,2014,108.0
56790,2015,108.0
56790,2016,100.8
56790,2017,100.8
56790,2018,100.8
56790,2019,100.8
56790,2020,100.8
56790,2021,100.8
56791,2013,45.0
56791,2014,45.0
56791,2015,45.0
56791,2016,45.0
56791,2017,45.0
56791,2018,45.0
56791,2019,45.0
56791,2020,45.0
56791,2021,45.0
56792,2013,50.4
56792,2014,50.4
56792,2015,50.4
56792,2016,50.4
56792,2017,50.4
56792,2018,50.4
56792,2019,50.4
56792,2020,50.4
56792,2021,50.4
56793,2013,99.0
56793,2014,99.0
56793,2015,99.0
56793,2016,99.0
56793,2017,99.0
56793,2018,99.0
56793,2019,99.0
56793,2020,99.0
56793,2021,99.0
56794,2013,49.5
56794,2014,49.5
56794,2015,49.5
56794,2016,49.5
56794,2017,49.5
56794,2018,49.5
56794,2019,49.5
56794,2020,49.5
56794,2021,49.5
56795,2013,201.6
56795,2014,201.6
56795,2015,201.6
56795,2016,201.6
56795,2017,201.6
56795,2018,201.6
56795,2019,201.6
56795,2020,201.6
56795,2021,201.6
56796,2013,50.4
56796,2014,50.4
56796,2015,50.4
56796,2016,50.4
56796,2017,50.4
56796,2018,50.4
56796,2019,50.4
56796,2020,50.4
56796,2021,50.4
56797,2013,300.0
56797,2014,300.0
56797,2015,300.0
56797,2016,300.0
56797,2017,300.0
56797,2018,300.0
56797,2019,300.0
56797,2020,300.0
56797,2021,300.0
56800,2013,1.8
56800,2014,1.8
56800,2015,1.8
56800,2016,1.8
56800,2017,1.8
56800,2018,1.8
56800,2019,1.8
56800,2020,1.8
56800,2021,1.8
56804,2013,123.0
56804,2014,123.0
56804,2015,123.0
56804,2016,123.0
56804,2017,123.0
56804,2018,123.0
56804,2019,123.0
56804,2020,123.0
56804,2021,123.0
56805,2013,100.5
56805,2014,100.5
56805,2015,100.5
56805,2016,100.5
56805,2017,100.5
56805,2018,100.5
56805,2019,100.5
56805,2020,100.5
56805,2021,100.5
56809,2013,150.0
56809,2014,150.0
56809,2015,150.0
56809,2016,150.0
56809,2017,150.0
56809,2018,150.0
56809,2019,159.1
56809,2020,159.1
56809,2021,159.1
56810,2013,174.8
56810,2014,174.8
56810,2015,174.8
56810,2016,174.8
56810,2017,174.8
56810,2018,174.8
56810,2019,174.8
56810,2020,174.8
56810,2021,174.8
56811,2013,153.0
56811,2014,153.0
56811,2015,153.0
56811,2016,153.0
56811,2017,153.0
56811,2018,153.0
56811,2019,165.2
56811,2020,165.2
56811,2021,165.2
56818,2013,99.0
56818,2014,99.0
56818,2015,99.0
56818,2016,99.0
56818,2017,99.0
56818,2018,99.0
56818,2019,99.0
56818,2020,99.0
56818,2021,99.0
56819,2013,50.0
56819,2014,50.0
56819,2015,50.0
56819,2016,50.0
56819,2017,50.0
56819,2018,50.0
56819,2019,50.0
56819,2020,50.0
56819,2021,50.0
56823,2013,165.6
56823,2014,165.6
56823,2015,165.6
56823,2016,165.6
56823,2017,165.6
56823,2018,165.6
56823,2019,165.6
56823,2020,165.6
56823,2021,165.6
56824,2013,4.2
56824,2014,4.2
56824,2015,4.2
56824,2016,4.2
56824,2017,4.2
56824,2018,4.2
56824,2019,4.2
56824,2020,4.2
56824,2021,4.2
56825,2013,4.2
56825,2014,4.2
56825,2015,4.2
56825,2016,4.2
56825,2017,4.2
56825,2018,4.2
56825,2019,4.2
56825,2020,4.2
56825,2021,4.2
56826,2013,4.2
56826,2014,4.2
56826,2015,4.2
56826,2016,4.2
56826,2017,4.2
56826,2018,4.2
56826,2019,4.2
56826,2020,4.2
56826,2021,4.2
56827,2013,2.1
56827,2014,2.1
56827,2015,2.1
56827,2016,2.1
56827,2017,2.1
56827,2018,2.1
56827,2019,2.1
56827,2020,2.1
56827,2021,2.1
56828,2013,2.1
56828,2014,2.1
56828,2015,2.1
56828,2016,2.1
56828,2017,2.1
56828,2018,2.1
56828,2019,2.1
56828,2020,2.1
56828,2021,2.1
56829,2013,132.0
56829,2014,132.0
56829,2015,132.0
56829,2016,132.0
56829,2017,132.0
56829,2018,132.0
56829,2019,132.0
56829,2020,132.0
56829,2021,132.0
56831,2013,99.0
56831,2014,99.0
56831,2015,99.0
56831,2016,99.0
56831,2017,99.0
56831,2018,99.0
56831,2019,99.0
56831,2020,99.0
56831,2021,99.0
56834,2013,10.0
56834,2014,10.0
56834,2015,10.0
56834,2016,10.0
56834,2017,10.0
56834,2018,10.0
56834,2019,10.0
56835,2013,10.0
56835,2014,10.0
56835,2015,10.0
56835,2016,10.0
56835,2017,10.0
56835,2018,10.0
56835,2019,10.0
56835,2020,10.0
56835,2021,10.0
56836,2013,10.0
56836,2014,10.0
56836,2015,10.0
56836,2016,10.0
56836,2017,10.0
56836,2018,10.0
56836,2019,10.0
56836,2020,10.0
56836,2021,8.8
56837,2013,10.0
56837,2014,10.0
56837,2015,10.0
56837,2016,10.0
56837,2017,10.0
56837,2018,10.0
56837,2019,10.0
56837,2020,10.0
56837,2021,10.0
56838,2013,10.0
56838,2014,10.0
56838,2015,10.0
56838,2016,10.0
56838,2017,10.0
56838,2018,10.0
56838,2019,10.0
56838,2020,10.0
56838,2021,10.0
56839,2013,10.0
56839,2014,10.0
56839,2015,10.0
56839,2016,10.0
56839,2017,10.0
56839,2018,10.0
56839,2019,10.0
56839,2020,10.0
56839,2021,10.0
56840,2013,2.1
56840,2014,2.1
56840,2015,2.1
56840,2016,2.1
56840,2017,2.1
56840,2018,2.1
56840,2019,2.1
56840,2020,2.1
56840,2021,2.1
56841,2013,144.0
56841,2014,144.0
56841,2015,144.0
56841,2016,138.0
56841,2017,138.0
56841,2018,138.0
56841,2019,165.6
56841,2020,165.6
56841,2021,165.6
56842,2013,103.3
56842,2014,103.3
56842,2015,103.3
56842,2016,99.0
56842,2017,99.0
56842,2018,99.0
56842,2019,115.8
56842,2020,115.8
56842,2021,115.8
56843,2013,123.6
56843,2014,123.6
56843,2015,123.6
56843,2016,118.5
56843,2017,118.5
56843,2018,118.5
56843,2019,146.2
56843,2020,146.2
56843,2021,146.2
56854,2013,97.0
56854,2014,97.0
56854,2015,97.0
56854,2016,97.0
56854,2017,97.0
56854,2018,97.0
56854,2019,97.0
56854,2020,97.0
56854,2021,102.9
56855,2013,103.0
56855,2014,103.0
56855,2015,103.0
56855,2016,103.0
56855,2017,103.0
56855,2018,103.0
56855,2019,103.0
56855,2020,103.0
56855,2021,102.9
56856,2013,100.5
56856,2014,100.5
56856,2015,100.5
56856,2016,100.5
56856,2017,100.5
56856,2018,100.5
56856,2019,100.5
56856,2020,100.5
56856,2021,100.5
56857,2013,215.0
56857,2014,215.0
56857,2015,215.0
56857,2016,215.0
56857,2017,215.0
56857,2018,215.0
56857,2019,215.0
56857,2020,215.3
56857,2021,215.3
56858,2013,100.7
56858,2014,100.7
56858,2015,100.7
56858,2016,100.7
56858,2017,100.7
56858,2018,100.7
56858,2019,100.7
56858,2020,100.7
56858,2021,100.7
56859,2013,21.0
56859,2014,21.0
56859,2015,21.0
56859,2016,21.0
56859,2017,21.0
56859,2018,21.0
56859,2019,21.0
56859,2020,21.0
56859,2021,21.0
56860,2013,14.7
56860,2014,14.7
56860,2015,14.7
56860,2016,14.7
56860,2017,14.7
56860,2018,14.7
56860,2019,14.7
56860,2020,14.7
56860,2021,14.7
56874,2013,150.0
56874,2014,150.0
56874,2015,150.0
56874,2016,150.0
56874,2017,150.0
56874,2018,150.0
56874,2019,150.0
56874,2020,150.0
56874,2021,150.0
56876,2013,100.5
56876,2014,100.5
56876,2015,100.5
56876,2016,100.5
56876,2017,100.5
56876,2018,100.5
56876,2019,100.5
56876,2020,100.5
56876,2021,100.5
56878,2013,106.0
56878,2014,106.0
56878,2015,106.0
56878,2016,106.0
56878,2017,106.0
56878,2018,106.0
56878,2019,106.0
56878,2020,106.0
56878,2021,106.0
56879,2013,50.0
56879,2014,50.0
56879,2015,50.0
56879,2016,50.0
56879,2017,50.0
56879,2018,49.7
56879,2019,49.7
56879,2020,44.0
56879,2021,44.0
56901,2013,97.5
56901,2014,97.5
56901,2015,97.5
56901,2016,97.5
56901,2017,97.5
56901,2018,97.5
56901,2019,97.5
56901,2020,97.5
56901,2021,97.5
56902,2013,126.0
56902,2014,126.0
56902,2015,126.0
56902,2016,126.0
56902,2017,126.0
56902,2018,126.0
56902,2019,126.0
56902,2020,126.0
56902,2021,126.0
56904,2013,106.5
56904,2014,106.5
56904,2015,106.5
56904,2016,106.5
56904,2017,106.5
56904,2018,106.5
56904,2019,106.5
56904,2020,106.5
56904,2021,106.5
56905,2013,114.0
56905,2014,114.0
56905,2015,114.0
56905,2016,114.0
56905,2017,114.0
56905,2018,114.0
56905,2019,114.0
56905,2020,114.0
56905,2021,114.0
56912,2013,40.5
56912,2014,40.5
56912,2015,40.5
56912,2016,40.5
56912,2017,40.5
56912,2018,40.5
56912,2019,40.5
56912,2020,40.5
56912,2021,40.5
56913,2013,50.0
56913,2014,50.0
56913,2015,50.0
56913,2016,50.0
56913,2017,50.0
56913,2018,50.0
56913,2019,49.6
56913,2020,49.6
56913,2021,49.6
56919,2013,148.5
56919,2014,148.5
56919,2015,148.5
56919,2016,148.5
56919,2017,148.5
56919,2018,148.5
56919,2019,148.5
56919,2020,148.5
56919,2021,148.5
56920,2013,142.5
56920,2014,142.5
56920,2015,142.5
56920,2016,142.5
56920,2017,142.5
56920,2018,142.5
56920,2019,142.5
56920,2020,142.5
56920,2021,142.5
56921,2013,115.5
56921,2014,115.5
56921,2015,115.5
56921,2016,115.5
56921,2017,115.5
56921,2018,115.5
56921,2019,115.5
56921,2020,115.5
56921,2021,115.5
56923,2013,150.0
56923,2014,150.0
56923,2015,150.0
56923,2016,150.0
56923,2017,150.0
56923,2018,150.0
56923,2019,150.0
56923,2020,150.0
56923,2021,150.0
56924,2013,150.0
56924,2014,150.0
56924,2015,150.0
56924,2016,150.0
56924,2017,150.0
56924,2018,150.0
56924,2019,150.0
56924,2020,150.0
56924,2021,150.0
56925,2013,200.0
56925,2014,200.0
56925,2015,200.0
56925,2016,200.0
56925,2017,200.0
56925,2018,200.0
56925,2019,200.0
56925,2020,200.0
56925,2021,200.0
56933,2013,9.9
56933,2014,9.9
56933,2015,9.9
56933,2016,9.9
56933,2017,9.9
56933,2018,9.9
56933,2019,9.9
56933,2020,9.9
56933,2021,9.9
56934,2013,10.5
56934,2014,10.5
56934,2015,10.5
56934,2016,10.5
56934,2017,10.5
56934,2018,10.5
56934,2019,10.5
56934,2020,10.5
56934,2021,10.5
56935,2013,18.9
56935,2014,18.9
56935,2015,18.9
56935,2016,18.9
56935,2017,18.9
56935,2018,18.9
56935,2019,18.9
56935,2020,18.9
56935,2021,18.9
56941,2013,210.0
56941,2014,210.0
56941,2015,210.0
56941,2016,210.0
56941,2017,210.0
56941,2018,210.0
56941,2019,210.0
56941,2020,210.0
56941,2021,210.0
56942,2013,129.0
56942,2014,129.0
56942,2015,129.0
56942,2016,129.0
56942,2017,129.0
56942,2018,129.0
56942,2019,129.0
56942,2020,129.0
56942,2021,129.0
56945,2013,100.0
56945,2014,100.0
56945,2015,100.0
56945,2016,100.0
56945,2017,100.0
56945,2018,100.0
56945,2019,100.0
56945,2020,100.0
56945,2021,100.0
56946,2013,18.9
56946,2014,18.9
56946,2015,18.9
56946,2016,18.9
56946,2017,18.9
56946,2018,18.9
56946,2019,18.9
56946,2020,18.9
56946,2021,18.9
56947,2013,81.0
56947,2014,81.0
56947,2015,81.0
56947,2016,81.0
56947,2017,81.0
56947,2018,81.0
56947,2019,81.0
56947,2020,81.0
56947,2021,81.0
56952,2013,72.0
56952,2014,72.0
56952,2015,72.0
56952,2016,72.0
56952,2017,72.0
56952,2018,72.0
56952,2019,72.0
56952,2020,72.0
56952,2021,72.0
56953,2013,112.0
56953,2014,112.0
56953,2015,112.0
56953,2016,112.0
56953,2017,112.0
56953,2018,112.0
56953,2019,112.0
56953,2020,112.0
56953,2021,112.5
56956,2013,180.0
56956,2014,180.0
56956,2015,180.0
56956,2016,180.0
56956,2017,180.0
56956,2018,180.0
56956,2019,180.0
56956,2020,180.0
56956,2021,180.0
56959,2013,58.8
56959,2014,58.8
56959,2015,58.8
56959,2016,58.8
56959,2017,58.8
56959,2018,58.8
56959,2019,58.8
56959,2020,58.8
56959,2021,58.8
56960,2013,29.4
56960,2014,29.4
56960,2015,29.4
56960,2016,29.4
56960,2017,29.4
56960,2018,29.4
56960,2019,29.4
56960,2020,29.4
56960,2021,29.4
56961,2013,152.5
56961,2014,152.5
56961,2015,152.5
56961,2016,152.5
56961,2017,152.5
56961,2018,152.5
56961,2019,152.5
56961,2020,152.5
56961,2021,152.5
56967,2013,5.0
56967,2014,5.0
56967,2015,5.0
56967,2016,5.0
56967,2017,5.0
56967,2018,5.0
56967,2019,5.0
56967,2020,5.0
56967,2021,5.0
56968,2013,1.7
56968,2014,1.7
56968,2015,1.7
56968,2016,1.7
56968,2017,1.7
56968,2018,1.7
56968,2019,1.7
56968,2020,1.7
56968,2021,1.7
56969,2013,10.0
56969,2014,10.0
56969,2015,10.0
56969,2016,10.0
56969,2017,10.0
56969,2018,10.0
56969,2019,10.0
56969,2020,10.0
56969,2021,10.0
56970,2013,10.0
56970,2014,10.0
56970,2015,10.0
56970,2016,10.0
56970,2017,10.0
56970,2018,10.0
56970,2019,10.0
56970,2020,10.0
56970,2021,10.0
56971,2013,9.9
56971,2014,9.9
56971,2015,9.9
56971,2016,9.9
56971,2017,9.9
56971,2018,9.9
56971,2019,9.9
56971,2020,9.9
56971,2021,9.9
56972,2013,8.3
56972,2014,8.3
56972,2015,8.3
56972,2016,8.3
56972,2017,8.3
56972,2018,8.3
56972,2019,8.3
56972,2020,8.3
56972,2021,8.3
56973,2013,9.9
56973,2014,9.9
56973,2015,9.9
56973,2016,9.9
56973,2017,9.9
56973,2018,9.9
56973,2019,9.9
56973,2020,9.9
56973,2021,9.9
56974,2013,3.3
56974,2014,3.3
56974,2015,3.3
56974,2016,3.3
56974,2017,3.3
56974,2018,3.3
56974,2019,3.3
56974,2020,3.3
56974,2021,3.3
56975,2013,6.6
56975,2014,6.6
56975,2015,6.6
56975,2016,6.6
56975,2017,6.6
56975,2018,6.6
56975,2019,6.6
56975,2020,6.6
56975,2021,6.6
56979,2013,199.5
56979,2014,199.5
56979,2015,199.5
56979,2016,199.5
56979,2017,199.5
56979,2018,199.5
56979,2019,199.5
56979,2020,199.5
56979,2021,215.5
56980,2013,52.5
56980,2014,52.5
56980,2015,52.5
56980,2016,52.5
56980,2017,52.5
56980,2018,52.5
56980,2019,52.5
56980,2020,52.5
56980,2021,52.5
56981,2013,249.0
56981,2014,249.0
56981,2015,249.0
56981,2016,249.0
56981,2017,249.0
56981,2018,249.0
56981,2019,249.0
56981,2020,249.0
56981,2021,249.0
56983,2013,180.0
56983,2014,180.0
56983,2015,180.0
56983,2016,180.0
56983,2017,180.0
56983,2018,180.0
56983,2019,180.0
56983,2020,180.0
56983,2021,180.0
56984,2013,197.0
56984,2014,197.0
56984,2015,197.0
56984,2016,197.0
56984,2017,197.0
56984,2018,197.0
56984,2019,197.0
56984,2020,197.0
56984,2021,197.0
56985,2013,148.5
56985,2014,148.5
56985,2015,148.5
56985,2016,148.5
56985,2017,148.5
56985,2018,148.5
56985,2019,148.5
56985,2020,148.5
56985,2021,148.5
56989,2013,57.0
56989,2014,57.0
56989,2015,57.0
56989,2016,57.0
56989,2017,57.0
56989,2018,57.0
56989,2019,57.0
56989,2020,57.0
56989,2021,57.0
56990,2013,60.0
56990,2014,60.0
56990,2015,60.0
56990,2016,60.0
56990,2017,60.0
56990,2018,60.0
56990,2019,60.0
56990,2020,60.0
56990,2021,60.0
56991,2013,25.5
56991,2014,25.5
56991,2015,25.5
56991,2016,25.5
56991,2017,25.5
56991,2018,25.5
56991,2019,25.5
56991,2020,25.5
56991,2021,25.5
56994,2013,100.5
56994,2014,100.5
56994,2015,100.5
56994,2016,100.5
56994,2017,100.5
56994,2018,100.5
56994,2019,100.5
56994,2020,100.5
56994,2021,100.5
57002,2015,148.0
57002,2016,148.0
57002,2017,148.0
57002,2018,148.0
57002,2019,148.0
57002,2020,148.0
57002,2021,148.0
57031,2013,49.5
57031,2014,49.5
57031,2015,49.5
57031,2016,49.5
57031,2017,49.5
57031,2018,49.5
57031,2019,49.5
57031,2020,49.5
57031,2021,49.5
57032,2013,48.0
57032,2014,48.0
57032,2015,48.0
57032,2016,48.0
57032,2017,48.0
57032,2018,48.0
57032,2019,48.0
57032,2020,48.0
57032,2021,48.0
57033,2013,40.5
57033,2014,40.5
57033,2015,40.5
57033,2016,40.5
57033,2017,40.5
57033,2018,40.5
57033,2019,40.5
57033,2020,40.5
57033,2021,40.5
57038,2013,79.5
57038,2014,79.5
57038,2015,79.5
57038,2016,79.5
57038,2017,81.8
57038,2018,81.8
57038,2019,81.8
57038,2020,81.8
57038,2021,81.8
57039,2013,29.7
57039,2014,29.7
57039,2015,29.7
57039,2016,28.5
57039,2017,28.5
57039,2018,28.5
57039,2019,35.2
57039,2020,35.2
57039,2021,35.2
